record_id,marital-status
31662,Divorced
13011,Never-married
31797,Married-civ-spouse
20622,Married-civ-spouse
38569,Married-civ-spouse
41289,Divorced
46699,Married-civ-spouse
7368,Married-civ-spouse
25028,Married-civ-spouse
11795,Never-married
44208,Married-civ-spouse
31158,Never-married
44317,Never-married
30920,Married-civ-spouse
23738,Married-civ-spouse
43910,Never-married
1513,Married-civ-spouse
3450,Divorced
20155,Never-married
19840,Never-married
7101,Divorced
29355,Separated
41511,Married-civ-spouse
38111,Married-civ-spouse
41072,Never-married
13206,Married-civ-spouse
42446,Never-married
45807,Never-married
13167,Never-married
14467,Married-civ-spouse
30886,Married-civ-spouse
7801,Married-civ-spouse
12789,Separated
8578,Never-married
17870,Never-married
30616,Married-civ-spouse
4137,Married-civ-spouse
16544,Never-married
44291,Never-married
18301,Never-married
22818,Divorced
45150,Married-civ-spouse
37221,Never-married
21623,Married-civ-spouse
40843,Widowed
26853,Divorced
2069,Divorced
3268,Never-married
12162,Divorced
18211,Never-married
33915,Married-civ-spouse
3562,Never-married
15791,Married-civ-spouse
1827,Divorced
29607,Married-civ-spouse
25869,Never-married
39742,Divorced
7715,Married-civ-spouse
33807,Separated
6064,Married-civ-spouse
35656,Married-civ-spouse
12577,Never-married
46393,Never-married
40355,Divorced
35166,Never-married
3253,Never-married
44727,Married-civ-spouse
46263,Never-married
34548,Married-civ-spouse
30099,Married-civ-spouse
28034,Never-married
22186,Married-civ-spouse
29514,Never-married
36584,Married-civ-spouse
36914,Married-civ-spouse
21026,Divorced
45025,Never-married
4106,Never-married
15450,Married-civ-spouse
28720,Married-civ-spouse
16677,Never-married
24361,Separated
11331,Never-married
46821,Married-civ-spouse
8353,Never-married
38675,Divorced
45730,Widowed
13467,Divorced
19243,Separated
19818,Never-married
47605,Married-civ-spouse
40657,Married-civ-spouse
3903,Never-married
25553,Married-civ-spouse
38246,Never-married
10687,Married-civ-spouse
5274,Married-civ-spouse
35357,Married-civ-spouse
7741,Never-married
33311,Married-civ-spouse
9339,Divorced
43771,Never-married
43039,Married-civ-spouse
9879,Divorced
39481,Never-married
8744,Never-married
13465,Never-married
28234,Married-civ-spouse
12709,Married-civ-spouse
36145,Never-married
1047,Married-civ-spouse
38665,Never-married
32267,Married-civ-spouse
43118,Married-civ-spouse
45587,Separated
4357,Never-married
30220,Divorced
34088,Never-married
15737,Married-civ-spouse
30567,Divorced
34561,Married-civ-spouse
21669,Divorced
21680,Married-civ-spouse
33368,Married-civ-spouse
12297,Divorced
16443,Never-married
14560,Married-civ-spouse
23252,Divorced
7781,Married-civ-spouse
12922,Never-married
10073,Divorced
41929,Married-civ-spouse
37383,Never-married
39315,Never-married
13205,Never-married
41887,Separated
2924,Never-married
10122,Married-civ-spouse
9376,Married-civ-spouse
47503,Divorced
21790,Married-spouse-absent
17819,Divorced
44915,Married-civ-spouse
48465,Never-married
37365,Married-civ-spouse
5866,Married-civ-spouse
41920,Never-married
44491,Divorced
17626,Married-civ-spouse
38048,Divorced
47179,Married-civ-spouse
36234,Never-married
40917,Never-married
37033,Separated
38845,Married-civ-spouse
35721,Married-civ-spouse
47330,Never-married
45491,Married-civ-spouse
35056,Never-married
13274,Married-civ-spouse
32701,Married-civ-spouse
28181,Married-civ-spouse
29569,Never-married
7485,Married-civ-spouse
45251,Never-married
14044,Married-civ-spouse
19674,Separated
7776,Divorced
8989,Divorced
16203,Married-civ-spouse
989,Widowed
33337,Married-civ-spouse
5817,Married-civ-spouse
16866,Divorced
25897,Married-spouse-absent
44966,Never-married
41969,Never-married
4115,Married-civ-spouse
1373,Married-civ-spouse
21594,Never-married
28753,Never-married
19568,Married-civ-spouse
19111,Never-married
21250,Married-civ-spouse
17607,Married-civ-spouse
19305,Separated
48319,Married-civ-spouse
24936,Married-civ-spouse
30283,Married-civ-spouse
12867,Married-civ-spouse
43155,Married-civ-spouse
19958,Never-married
36444,Never-married
11567,Separated
13743,Married-civ-spouse
14159,Married-civ-spouse
1815,Never-married
26668,Married-civ-spouse
26574,Divorced
45217,Divorced
7490,Married-civ-spouse
41369,Divorced
18374,Married-civ-spouse
20313,Never-married
29882,Married-civ-spouse
19356,Married-civ-spouse
35079,Divorced
28674,Married-civ-spouse
6959,Widowed
5615,Divorced
46772,Married-civ-spouse
32758,Married-civ-spouse
31202,Married-civ-spouse
46148,Never-married
26419,Married-civ-spouse
43980,Never-married
19488,Divorced
39973,Never-married
16616,Married-civ-spouse
9166,Married-civ-spouse
36654,Married-civ-spouse
7205,Married-civ-spouse
25331,Married-civ-spouse
29435,Never-married
7670,Divorced
31629,Married-civ-spouse
5503,Never-married
6105,Married-civ-spouse
39193,Never-married
5822,Married-civ-spouse
31844,Widowed
29025,Married-civ-spouse
42672,Married-civ-spouse
62,Married-civ-spouse
15581,Married-civ-spouse
15825,Married-civ-spouse
1636,Divorced
17759,Never-married
11683,Married-civ-spouse
23207,Married-civ-spouse
40519,Never-married
10298,Married-civ-spouse
19007,Widowed
1410,Widowed
20280,Never-married
5547,Married-civ-spouse
13587,Married-civ-spouse
10786,Married-civ-spouse
36041,Separated
20051,Divorced
8928,Married-civ-spouse
15993,Married-civ-spouse
46483,Divorced
13889,Married-civ-spouse
43554,Never-married
3874,Never-married
15785,Married-civ-spouse
8131,Never-married
9625,Married-spouse-absent
47148,Married-civ-spouse
9594,Married-civ-spouse
14950,Married-civ-spouse
26032,Married-civ-spouse
48411,Never-married
37566,Separated
27104,Never-married
46514,Never-married
43511,Never-married
19698,Divorced
2831,Married-civ-spouse
45694,Married-civ-spouse
14052,Divorced
46664,Never-married
8284,Never-married
7038,Never-married
12663,Widowed
12454,Divorced
21115,Never-married
39014,Widowed
8914,Married-civ-spouse
21,Separated
39860,Married-civ-spouse
15721,Married-civ-spouse
45997,Married-civ-spouse
35929,Never-married
41527,Married-civ-spouse
47413,Married-civ-spouse
37925,Never-married
44608,Never-married
19466,Married-civ-spouse
38725,Married-civ-spouse
7682,Married-civ-spouse
26929,Married-civ-spouse
22645,Married-civ-spouse
26666,Never-married
3650,Never-married
6838,Separated
43866,Married-civ-spouse
16350,Married-civ-spouse
31886,Married-civ-spouse
46778,Never-married
48555,Divorced
20735,Married-civ-spouse
9037,Never-married
10330,Divorced
22058,Never-married
23202,Separated
13500,Divorced
29239,Married-civ-spouse
40516,Married-civ-spouse
22902,Widowed
25742,Married-civ-spouse
13406,Married-civ-spouse
25849,Divorced
31027,Never-married
17738,Divorced
28751,Married-civ-spouse
25551,Married-civ-spouse
17164,Never-married
44484,Widowed
45691,Never-married
24150,Married-civ-spouse
9808,Married-civ-spouse
25095,Never-married
32707,Widowed
24992,Married-civ-spouse
25011,Married-civ-spouse
44496,Married-civ-spouse
25991,Married-civ-spouse
5184,Married-civ-spouse
44175,Never-married
11470,Married-civ-spouse
3875,Separated
37163,Married-civ-spouse
15121,Married-civ-spouse
43550,Divorced
38636,Married-civ-spouse
38685,Never-married
5122,Never-married
12565,Never-married
15667,Widowed
7056,Never-married
41842,Widowed
21097,Married-civ-spouse
32527,Never-married
24989,Married-civ-spouse
31888,Never-married
20766,Married-civ-spouse
24708,Married-civ-spouse
31410,Never-married
16903,Married-civ-spouse
27850,Never-married
19725,Married-civ-spouse
28332,Married-civ-spouse
30764,Married-civ-spouse
14899,Married-civ-spouse
33782,Married-civ-spouse
40051,Never-married
26841,Married-civ-spouse
8736,Married-civ-spouse
10600,Married-civ-spouse
2014,Married-civ-spouse
35302,Never-married
26892,Separated
10112,Never-married
46308,Divorced
32876,Divorced
8592,Married-civ-spouse
18464,Divorced
47604,Married-civ-spouse
34931,Divorced
26258,Divorced
30137,Never-married
17553,Never-married
12441,Never-married
48825,Widowed
39036,Divorced
47976,Married-civ-spouse
27584,Separated
45797,Never-married
30918,Married-civ-spouse
10406,Married-civ-spouse
2866,Married-civ-spouse
920,Never-married
3857,Divorced
45206,Married-civ-spouse
12803,Married-civ-spouse
39580,Never-married
41210,Married-civ-spouse
1850,Married-civ-spouse
33267,Married-civ-spouse
12457,Never-married
33548,Never-married
38971,Married-civ-spouse
631,Separated
3175,Divorced
31186,Divorced
28249,Never-married
20479,Married-civ-spouse
861,Married-civ-spouse
48362,Never-married
38420,Never-married
33485,Divorced
24254,Married-civ-spouse
2988,Never-married
32966,Never-married
37099,Married-civ-spouse
10929,Married-civ-spouse
17055,Married-civ-spouse
43845,Married-spouse-absent
37794,Divorced
21822,Married-civ-spouse
43344,Divorced
15441,Divorced
24292,Separated
16358,Married-civ-spouse
43620,Divorced
13275,Never-married
46718,Married-civ-spouse
18449,Married-civ-spouse
16691,Divorced
31517,Never-married
36770,Never-married
40931,Married-civ-spouse
29756,Never-married
11504,Married-civ-spouse
12681,Married-civ-spouse
46197,Never-married
44000,Never-married
6630,Married-spouse-absent
28368,Married-civ-spouse
28917,Never-married
274,Divorced
17849,Never-married
5245,Divorced
37012,Never-married
6012,Never-married
35611,Never-married
23887,Never-married
9655,Never-married
30330,Married-civ-spouse
26154,Married-civ-spouse
14779,Married-civ-spouse
5727,Divorced
32022,Divorced
48039,Never-married
31103,Never-married
3765,Divorced
32899,Married-civ-spouse
21776,Married-civ-spouse
4536,Never-married
8425,Married-civ-spouse
27829,Divorced
37791,Married-civ-spouse
6298,Divorced
38367,Never-married
3710,Never-married
21731,Never-married
35163,Divorced
19941,Divorced
14981,Married-civ-spouse
17451,Married-civ-spouse
31376,Married-civ-spouse
27727,Divorced
4760,Divorced
9702,Never-married
44960,Married-civ-spouse
47725,Married-civ-spouse
17159,Never-married
24748,Separated
21183,Married-civ-spouse
45802,Never-married
21232,Married-civ-spouse
16727,Married-civ-spouse
28690,Married-civ-spouse
7016,Never-married
13223,Never-married
20138,Never-married
27567,Married-civ-spouse
14550,Married-civ-spouse
43453,Never-married
17350,Never-married
6499,Married-civ-spouse
27380,Divorced
8228,Married-civ-spouse
17423,Never-married
38013,Never-married
4750,Married-civ-spouse
21121,Married-civ-spouse
8621,Married-civ-spouse
29998,Separated
37629,Married-civ-spouse
11792,Separated
7896,Married-civ-spouse
19521,Never-married
20118,Divorced
30600,Married-civ-spouse
5475,Married-civ-spouse
30898,Never-married
16186,Never-married
26464,Divorced
45931,Never-married
17778,Married-civ-spouse
38778,Married-civ-spouse
39660,Divorced
26561,Married-civ-spouse
40856,Widowed
22369,Married-civ-spouse
2655,Never-married
11390,Divorced
9126,Married-civ-spouse
19713,Married-civ-spouse
6462,Never-married
38390,Married-spouse-absent
44070,Never-married
6480,Never-married
30436,Never-married
39122,Widowed
19330,Married-civ-spouse
28902,Married-civ-spouse
17291,Married-civ-spouse
14452,Married-civ-spouse
34355,Married-civ-spouse
33885,Divorced
35993,Never-married
1189,Never-married
40839,Never-married
25437,Married-civ-spouse
10538,Widowed
33955,Widowed
41408,Married-civ-spouse
29039,Divorced
48643,Married-civ-spouse
21251,Never-married
9478,Never-married
29100,Married-civ-spouse
4162,Married-civ-spouse
20135,Divorced
14132,Never-married
13060,Married-civ-spouse
10712,Never-married
35537,Married-civ-spouse
18102,Widowed
17619,Divorced
3403,Never-married
39453,Never-married
10505,Never-married
18635,Married-civ-spouse
27302,Never-married
10880,Never-married
15358,Never-married
21192,Divorced
45253,Divorced
34440,Never-married
34061,Never-married
3581,Married-spouse-absent
26641,Divorced
46625,Married-civ-spouse
27840,Married-civ-spouse
34147,Never-married
6134,Married-civ-spouse
3102,Divorced
6943,Divorced
30690,Married-civ-spouse
35986,Never-married
2017,Never-married
5152,Never-married
35219,Separated
196,Divorced
36331,Never-married
5143,Divorced
26852,Separated
6546,Married-civ-spouse
14208,Never-married
28846,Married-civ-spouse
44795,Married-civ-spouse
41446,Married-civ-spouse
20062,Divorced
31242,Married-civ-spouse
38520,Married-civ-spouse
16422,Married-civ-spouse
30524,Never-married
41094,Divorced
13140,Divorced
45791,Married-civ-spouse
34013,Married-civ-spouse
28900,Married-civ-spouse
4923,Married-civ-spouse
374,Never-married
15027,Divorced
47675,Never-married
41884,Divorced
16792,Never-married
17077,Married-civ-spouse
17665,Married-civ-spouse
38023,Never-married
20182,Never-married
4118,Never-married
41780,Separated
34039,Married-civ-spouse
34638,Married-civ-spouse
43040,Married-civ-spouse
29017,Married-civ-spouse
31415,Married-civ-spouse
33531,Never-married
36434,Married-civ-spouse
48029,Separated
3460,Married-civ-spouse
42249,Married-civ-spouse
45999,Separated
26313,Never-married
5451,Separated
41243,Separated
1044,Never-married
39144,Never-married
25571,Never-married
40455,Never-married
9983,Never-married
39554,Married-civ-spouse
2709,Never-married
30480,Divorced
19578,Never-married
43258,Never-married
44298,Never-married
1926,Never-married
30071,Divorced
20234,Married-civ-spouse
5836,Married-civ-spouse
26847,Married-spouse-absent
21407,Never-married
40083,Married-civ-spouse
17266,Never-married
7418,Married-civ-spouse
407,Married-civ-spouse
10520,Divorced
28350,Never-married
28117,Never-married
22680,Married-civ-spouse
46623,Never-married
29642,Divorced
19925,Married-civ-spouse
24031,Married-civ-spouse
25808,Married-civ-spouse
46681,Married-civ-spouse
1502,Never-married
35083,Never-married
11831,Never-married
45949,Married-civ-spouse
7536,Married-civ-spouse
13735,Married-civ-spouse
7573,Married-civ-spouse
19053,Never-married
6251,Never-married
6815,Separated
11161,Never-married
1009,Married-civ-spouse
6348,Never-married
15868,Never-married
15673,Never-married
28048,Divorced
25188,Married-civ-spouse
12344,Divorced
22716,Married-civ-spouse
37022,Never-married
39601,Widowed
35205,Married-civ-spouse
38391,Married-civ-spouse
37880,Married-civ-spouse
23340,Separated
33386,Married-civ-spouse
30942,Separated
13296,Separated
3155,Married-civ-spouse
20997,Never-married
29709,Married-civ-spouse
32163,Married-civ-spouse
23519,Married-civ-spouse
16315,Separated
14202,Divorced
41025,Married-civ-spouse
23968,Married-civ-spouse
3249,Married-civ-spouse
47205,Married-civ-spouse
40616,Married-civ-spouse
3992,Divorced
6046,Married-civ-spouse
37764,Never-married
7498,Married-civ-spouse
43699,Married-civ-spouse
26106,Married-civ-spouse
29636,Married-civ-spouse
44788,Married-civ-spouse
42553,Never-married
33748,Married-civ-spouse
46088,Married-civ-spouse
5726,Separated
294,Never-married
48603,Never-married
27512,Married-civ-spouse
44414,Married-civ-spouse
38252,Married-civ-spouse
16353,Never-married
27472,Divorced
24538,Never-married
10497,Divorced
30612,Never-married
37482,Married-civ-spouse
43654,Married-civ-spouse
44962,Married-civ-spouse
27923,Married-civ-spouse
43225,Divorced
21370,Married-spouse-absent
38419,Married-civ-spouse
7264,Divorced
3578,Married-civ-spouse
1222,Married-civ-spouse
24075,Married-civ-spouse
3299,Never-married
7898,Married-civ-spouse
40322,Never-married
38955,Never-married
44758,Married-civ-spouse
15683,Divorced
21578,Married-civ-spouse
46043,Married-civ-spouse
13437,Never-married
34241,Married-civ-spouse
1055,Married-civ-spouse
48274,Married-civ-spouse
33406,Divorced
6421,Married-civ-spouse
22115,Divorced
27857,Divorced
16579,Never-married
8830,Married-civ-spouse
21665,Never-married
23165,Divorced
12998,Married-civ-spouse
12910,Divorced
37169,Never-married
46822,Never-married
37836,Never-married
31976,Never-married
45673,Married-civ-spouse
2795,Divorced
42917,Never-married
38901,Married-civ-spouse
20771,Never-married
36906,Divorced
12863,Never-married
23648,Divorced
3487,Never-married
47523,Married-civ-spouse
48780,Never-married
33046,Divorced
25737,Divorced
26229,Married-civ-spouse
5354,Divorced
5738,Married-civ-spouse
26194,Divorced
2948,Married-civ-spouse
38949,Never-married
25394,Never-married
41252,Married-civ-spouse
22669,Married-civ-spouse
33045,Divorced
46913,Never-married
11916,Married-civ-spouse
6181,Married-civ-spouse
6056,Divorced
30640,Never-married
26146,Never-married
31037,Never-married
6637,Never-married
10462,Never-married
5126,Never-married
18055,Never-married
7950,Married-civ-spouse
31412,Separated
41328,Married-civ-spouse
11604,Married-civ-spouse
48205,Never-married
14861,Married-civ-spouse
3561,Married-civ-spouse
24543,Never-married
3201,Never-married
41323,Divorced
13432,Married-civ-spouse
15079,Never-married
20784,Never-married
31325,Never-married
23285,Married-civ-spouse
33762,Never-married
35688,Never-married
33117,Married-civ-spouse
1240,Never-married
2749,Never-married
6566,Married-civ-spouse
36007,Widowed
5249,Married-civ-spouse
11180,Separated
30813,Never-married
38583,Divorced
12588,Never-married
17925,Married-civ-spouse
8811,Married-civ-spouse
32128,Married-civ-spouse
10967,Divorced
559,Married-civ-spouse
44099,Divorced
37548,Never-married
3655,Married-civ-spouse
1731,Never-married
31000,Married-civ-spouse
31353,Married-civ-spouse
14167,Married-civ-spouse
24066,Never-married
15530,Never-married
4496,Married-civ-spouse
41795,Never-married
22370,Never-married
13651,Married-civ-spouse
40634,Never-married
38263,Married-civ-spouse
6743,Married-civ-spouse
1702,Married-civ-spouse
5263,Never-married
41556,Divorced
5956,Married-civ-spouse
43209,Married-civ-spouse
39454,Never-married
30857,Married-civ-spouse
11025,Married-civ-spouse
9094,Never-married
6952,Divorced
23900,Married-civ-spouse
46235,Never-married
5771,Married-civ-spouse
25391,Never-married
42463,Married-civ-spouse
25517,Never-married
23248,Married-civ-spouse
33482,Married-civ-spouse
9819,Never-married
28363,Married-civ-spouse
20076,Married-civ-spouse
16397,Divorced
35077,Never-married
15294,Married-civ-spouse
35864,Married-civ-spouse
14288,Married-civ-spouse
23505,Married-civ-spouse
35893,Married-civ-spouse
1789,Married-spouse-absent
8796,Married-civ-spouse
39240,Divorced
10876,Married-civ-spouse
22363,Divorced
42393,Never-married
47460,Married-civ-spouse
42620,Divorced
31367,Married-civ-spouse
5073,Married-civ-spouse
22998,Never-married
48638,Married-civ-spouse
47710,Married-civ-spouse
15005,Never-married
13679,Married-civ-spouse
35540,Married-civ-spouse
20430,Never-married
5667,Never-married
34151,Married-civ-spouse
21875,Married-civ-spouse
29889,Married-AF-spouse
47536,Never-married
993,Married-civ-spouse
21206,Married-civ-spouse
15175,Never-married
816,Never-married
6512,Never-married
22690,Never-married
7972,Never-married
16235,Never-married
24494,Never-married
36509,Married-civ-spouse
13098,Married-civ-spouse
1370,Never-married
41541,Married-civ-spouse
32861,Married-civ-spouse
6219,Married-civ-spouse
31693,Married-civ-spouse
16702,Married-civ-spouse
21745,Married-civ-spouse
13064,Married-civ-spouse
9630,Never-married
35304,Never-married
41882,Never-married
38730,Divorced
29018,Never-married
35270,Married-civ-spouse
123,Married-civ-spouse
1118,Married-civ-spouse
865,Never-married
28066,Married-spouse-absent
37676,Married-civ-spouse
7938,Never-married
35884,Married-civ-spouse
28113,Never-married
46874,Married-civ-spouse
3462,Divorced
14175,Married-civ-spouse
16505,Married-civ-spouse
26323,Married-civ-spouse
11771,Never-married
23298,Married-civ-spouse
45737,Married-civ-spouse
25103,Never-married
38363,Married-civ-spouse
6789,Never-married
12850,Married-civ-spouse
12542,Married-civ-spouse
32024,Married-civ-spouse
23518,Married-civ-spouse
37232,Married-civ-spouse
29121,Married-civ-spouse
10031,Never-married
29896,Never-married
44477,Married-civ-spouse
8600,Never-married
5397,Never-married
45771,Divorced
35880,Married-civ-spouse
2146,Never-married
38370,Separated
10412,Never-married
20334,Never-married
19218,Never-married
3753,Never-married
16982,Married-civ-spouse
38200,Married-spouse-absent
912,Married-civ-spouse
15339,Never-married
40871,Divorced
33967,Married-civ-spouse
28809,Never-married
10846,Never-married
38027,Never-married
35870,Never-married
29202,Married-civ-spouse
11594,Never-married
39652,Married-civ-spouse
28593,Married-civ-spouse
30899,Never-married
5179,Married-civ-spouse
12289,Married-civ-spouse
13010,Married-civ-spouse
44146,Married-civ-spouse
26347,Married-civ-spouse
9943,Never-married
27150,Married-civ-spouse
11853,Married-civ-spouse
10869,Never-married
29302,Never-married
1218,Divorced
23655,Divorced
29974,Divorced
47268,Divorced
29314,Separated
30858,Married-civ-spouse
45598,Married-civ-spouse
60,Married-civ-spouse
30514,Never-married
38442,Never-married
7502,Separated
42305,Married-civ-spouse
9648,Married-civ-spouse
40787,Widowed
27809,Married-civ-spouse
8976,Divorced
33536,Divorced
32710,Never-married
43249,Married-civ-spouse
47132,Never-married
47576,Married-civ-spouse
38008,Married-civ-spouse
35136,Married-civ-spouse
14098,Never-married
32165,Never-married
8315,Never-married
27592,Married-civ-spouse
2034,Married-civ-spouse
34730,Married-civ-spouse
22065,Never-married
28338,Divorced
40565,Divorced
46488,Married-civ-spouse
23301,Divorced
12282,Married-spouse-absent
41167,Never-married
20594,Never-married
31690,Married-civ-spouse
41634,Never-married
11537,Married-civ-spouse
6830,Married-civ-spouse
8865,Married-civ-spouse
38094,Never-married
19040,Married-civ-spouse
42445,Married-civ-spouse
39913,Never-married
32573,Never-married
35882,Never-married
528,Married-civ-spouse
17997,Married-civ-spouse
26650,Married-civ-spouse
40186,Never-married
48200,Never-married
12116,Married-civ-spouse
42380,Never-married
46454,Separated
43717,Never-married
3953,Married-civ-spouse
27261,Married-civ-spouse
6125,Never-married
35506,Married-civ-spouse
9523,Married-civ-spouse
32895,Married-civ-spouse
3716,Married-civ-spouse
36486,Married-civ-spouse
30304,Divorced
16606,Never-married
33499,Never-married
29522,Married-civ-spouse
13416,Married-civ-spouse
15187,Married-civ-spouse
36467,Married-civ-spouse
15102,Widowed
8183,Married-civ-spouse
1401,Married-civ-spouse
45179,Married-civ-spouse
37964,Married-civ-spouse
41312,Widowed
20041,Never-married
1031,Never-married
37654,Married-civ-spouse
48369,Married-civ-spouse
14822,Married-civ-spouse
2024,Married-civ-spouse
19093,Never-married
33301,Married-civ-spouse
47202,Never-married
30246,Married-civ-spouse
38338,Divorced
43761,Married-civ-spouse
26888,Widowed
46363,Separated
1769,Married-civ-spouse
5160,Married-civ-spouse
23735,Married-civ-spouse
44435,Never-married
33815,Married-civ-spouse
10655,Separated
23419,Married-civ-spouse
7004,Widowed
1689,Married-civ-spouse
9361,Married-civ-spouse
31945,Married-civ-spouse
22449,Married-civ-spouse
3075,Never-married
7644,Married-civ-spouse
44524,Never-married
32950,Married-civ-spouse
42638,Married-civ-spouse
1838,Divorced
45461,Married-civ-spouse
40463,Widowed
9977,Married-civ-spouse
4316,Widowed
22562,Married-civ-spouse
43063,Married-civ-spouse
34537,Married-civ-spouse
32361,Never-married
32200,Married-civ-spouse
46637,Married-civ-spouse
44221,Married-civ-spouse
28169,Divorced
36867,Married-civ-spouse
43595,Married-civ-spouse
25667,Married-civ-spouse
18539,Never-married
14054,Married-civ-spouse
48531,Married-civ-spouse
516,Never-married
40422,Married-civ-spouse
16390,Married-civ-spouse
24600,Married-civ-spouse
25678,Married-civ-spouse
4764,Divorced
11765,Never-married
5981,Divorced
26249,Married-civ-spouse
1279,Married-civ-spouse
7042,Divorced
48287,Never-married
28709,Never-married
46719,Divorced
35500,Never-married
24165,Never-married
1881,Married-civ-spouse
9685,Never-married
5650,Never-married
19191,Never-married
24581,Never-married
47727,Divorced
44827,Never-married
28563,Married-civ-spouse
40120,Separated
1471,Never-married
30036,Married-civ-spouse
7458,Never-married
21921,Married-civ-spouse
45010,Divorced
39362,Never-married
16843,Married-civ-spouse
31288,Married-civ-spouse
41672,Divorced
48421,Never-married
45419,Divorced
47577,Married-civ-spouse
33564,Separated
22622,Divorced
3540,Married-civ-spouse
20519,Married-civ-spouse
20317,Divorced
30086,Never-married
48663,Never-married
45407,Never-married
5781,Never-married
13083,Divorced
14874,Married-civ-spouse
40145,Divorced
37516,Married-civ-spouse
3333,Married-civ-spouse
35366,Separated
36577,Married-civ-spouse
41592,Divorced
32425,Married-civ-spouse
10444,Married-civ-spouse
42532,Married-civ-spouse
47459,Widowed
40796,Never-married
38117,Never-married
2608,Never-married
23473,Separated
35020,Never-married
11757,Never-married
17680,Never-married
42595,Married-civ-spouse
30964,Married-civ-spouse
43454,Married-civ-spouse
13431,Married-civ-spouse
29149,Married-civ-spouse
47990,Separated
41625,Divorced
5230,Married-civ-spouse
39512,Never-married
23782,Married-civ-spouse
36599,Never-married
4379,Never-married
36570,Never-married
22743,Married-civ-spouse
1819,Married-civ-spouse
25833,Married-civ-spouse
37889,Married-civ-spouse
11940,Never-married
17480,Married-civ-spouse
10339,Married-civ-spouse
14352,Married-spouse-absent
38800,Never-married
45356,Divorced
33204,Married-civ-spouse
31311,Married-civ-spouse
19865,Divorced
42944,Married-civ-spouse
20216,Married-civ-spouse
21330,Never-married
20355,Married-civ-spouse
7852,Never-married
5136,Never-married
22055,Married-civ-spouse
43018,Married-civ-spouse
6717,Married-spouse-absent
41962,Never-married
29838,Married-civ-spouse
28615,Married-civ-spouse
35242,Married-civ-spouse
27907,Married-civ-spouse
36425,Never-married
47223,Married-civ-spouse
13666,Separated
17398,Married-civ-spouse
21266,Never-married
29300,Never-married
40441,Divorced
14056,Never-married
48061,Never-married
14823,Widowed
26475,Never-married
18389,Never-married
42820,Married-civ-spouse
8623,Never-married
11138,Married-civ-spouse
264,Married-civ-spouse
18235,Married-civ-spouse
41945,Separated
41120,Married-civ-spouse
8034,Never-married
47844,Married-civ-spouse
33396,Never-married
20304,Married-civ-spouse
24669,Married-civ-spouse
9545,Separated
25128,Never-married
6486,Married-civ-spouse
14422,Never-married
23151,Married-civ-spouse
38118,Married-civ-spouse
19327,Separated
31700,Never-married
45318,Married-civ-spouse
11912,Married-civ-spouse
40688,Never-married
31786,Married-civ-spouse
47924,Never-married
27205,Never-married
47967,Never-married
32019,Never-married
41298,Divorced
22140,Married-civ-spouse
27036,Never-married
23280,Married-civ-spouse
18032,Married-civ-spouse
46927,Never-married
20050,Married-spouse-absent
24537,Divorced
16120,Divorced
47349,Never-married
3277,Married-civ-spouse
20552,Married-civ-spouse
28281,Separated
2294,Divorced
37487,Married-civ-spouse
5212,Never-married
16836,Married-civ-spouse
9454,Married-civ-spouse
2617,Never-married
16485,Married-civ-spouse
36615,Never-married
14999,Married-civ-spouse
16385,Married-civ-spouse
12639,Never-married
17720,Never-married
33659,Never-married
16165,Married-civ-spouse
46089,Married-civ-spouse
23622,Separated
10491,Never-married
19838,Married-civ-spouse
45873,Divorced
6867,Divorced
43930,Married-civ-spouse
46302,Never-married
28574,Divorced
30491,Never-married
25061,Married-civ-spouse
13763,Married-civ-spouse
20243,Separated
43128,Married-civ-spouse
18012,Married-civ-spouse
3719,Never-married
20222,Married-civ-spouse
15935,Never-married
18799,Never-married
8474,Married-civ-spouse
21100,Never-married
1747,Never-married
6415,Married-civ-spouse
13292,Never-married
34881,Married-civ-spouse
34790,Never-married
42101,Married-civ-spouse
13398,Married-civ-spouse
2724,Divorced
8308,Married-civ-spouse
29769,Married-civ-spouse
34115,Never-married
24588,Divorced
14143,Married-civ-spouse
35972,Divorced
18135,Never-married
41191,Married-civ-spouse
23583,Married-civ-spouse
21049,Divorced
35324,Married-civ-spouse
46116,Married-civ-spouse
16949,Never-married
30949,Separated
30103,Married-civ-spouse
45690,Divorced
9225,Married-civ-spouse
19567,Married-civ-spouse
18315,Never-married
39064,Widowed
31761,Married-civ-spouse
30981,Divorced
30015,Divorced
37956,Never-married
35062,Divorced
24340,Never-married
17117,Married-civ-spouse
33942,Married-civ-spouse
1216,Married-civ-spouse
33011,Married-civ-spouse
36815,Never-married
15802,Divorced
46881,Married-civ-spouse
43694,Married-civ-spouse
4257,Married-civ-spouse
48560,Married-civ-spouse
3830,Married-civ-spouse
41129,Never-married
21340,Married-civ-spouse
7497,Married-civ-spouse
15997,Widowed
10579,Married-civ-spouse
34935,Divorced
43526,Married-civ-spouse
21557,Married-civ-spouse
40098,Married-spouse-absent
20600,Married-civ-spouse
27185,Never-married
30376,Widowed
3141,Married-civ-spouse
2287,Married-civ-spouse
3389,Married-civ-spouse
22886,Never-married
34163,Married-civ-spouse
1107,Never-married
43013,Married-civ-spouse
7426,Widowed
6443,Never-married
9315,Married-civ-spouse
42352,Married-civ-spouse
36900,Never-married
43433,Married-civ-spouse
9259,Married-civ-spouse
9666,Married-spouse-absent
