record_id,relationship
21381,Wife
23511,Husband
23511,Other-relative
23511,Own-child
23511,Wife
16468,Husband
16468,Not-in-family
16468,Other-relative
16468,Own-child
16468,Unmarried
16468,Wife
39614,Not-in-family
39614,Unmarried
4855,Husband
4855,Other-relative
4855,Own-child
4855,Wife
32051,Husband
32051,Not-in-family
32051,Other-relative
32051,Own-child
32051,Unmarried
32051,Wife
23144,Husband
23144,Not-in-family
23144,Other-relative
23144,Own-child
23144,Unmarried
23144,Wife
24406,Husband
24406,Other-relative
24406,Own-child
24406,Wife
9937,Husband
9937,Other-relative
9937,Own-child
9937,Wife
45618,Husband
45618,Not-in-family
45618,Other-relative
45618,Own-child
45618,Unmarried
45618,Wife
33713,Husband
33713,Not-in-family
33713,Other-relative
33713,Own-child
33713,Unmarried
33713,Wife
26635,Not-in-family
26635,Unmarried
32643,Husband
32643,Not-in-family
32643,Other-relative
32643,Own-child
32643,Unmarried
32643,Wife
9260,Husband
9260,Other-relative
9260,Own-child
9260,Wife
26995,Husband
26995,Not-in-family
26995,Other-relative
26995,Own-child
26995,Unmarried
26995,Wife
42621,Husband
42621,Not-in-family
42621,Other-relative
42621,Own-child
42621,Unmarried
42621,Wife
6458,Not-in-family
6458,Unmarried
18832,Husband
18832,Other-relative
18832,Own-child
18832,Wife
18174,Husband
18174,Other-relative
18174,Own-child
18174,Wife
25477,Husband
25477,Not-in-family
25477,Other-relative
25477,Own-child
25477,Unmarried
25477,Wife
43147,Husband
43147,Not-in-family
43147,Other-relative
43147,Own-child
43147,Unmarried
43147,Wife
47608,Husband
47608,Not-in-family
47608,Other-relative
47608,Own-child
47608,Unmarried
47608,Wife
18468,Husband
18468,Other-relative
18468,Own-child
18468,Wife
4399,Husband
4399,Other-relative
4399,Own-child
4399,Wife
680,Husband
680,Other-relative
680,Own-child
680,Wife
9179,Husband
9179,Other-relative
9179,Own-child
9179,Wife
31144,Husband
31144,Not-in-family
31144,Other-relative
31144,Own-child
31144,Unmarried
31144,Wife
31922,Husband
31922,Not-in-family
31922,Other-relative
31922,Own-child
31922,Unmarried
31922,Wife
19072,Husband
19072,Other-relative
19072,Own-child
19072,Wife
38274,Husband
38274,Not-in-family
38274,Other-relative
38274,Own-child
38274,Unmarried
38274,Wife
31729,Husband
31729,Other-relative
31729,Own-child
31729,Wife
20725,Husband
20725,Other-relative
20725,Own-child
20725,Wife
20998,Husband
20998,Not-in-family
20998,Other-relative
20998,Own-child
20998,Unmarried
20998,Wife
4250,Husband
4250,Other-relative
4250,Own-child
4250,Wife
23702,Husband
23702,Not-in-family
23702,Other-relative
23702,Own-child
23702,Unmarried
23702,Wife
15952,Husband
15952,Not-in-family
15952,Other-relative
15952,Own-child
15952,Unmarried
15952,Wife
29404,Not-in-family
29404,Unmarried
30147,Husband
30147,Not-in-family
30147,Other-relative
30147,Own-child
30147,Unmarried
30147,Wife
30408,Husband
30408,Not-in-family
30408,Other-relative
30408,Own-child
30408,Unmarried
30408,Wife
37498,Husband
37498,Not-in-family
37498,Other-relative
37498,Own-child
37498,Unmarried
37498,Wife
19480,Husband
19480,Other-relative
19480,Own-child
19480,Wife
22311,Husband
22311,Not-in-family
22311,Other-relative
22311,Own-child
22311,Unmarried
22311,Wife
21090,Husband
21090,Other-relative
21090,Own-child
21090,Wife
16230,Not-in-family
16230,Unmarried
2326,Not-in-family
2326,Unmarried
27571,Husband
27571,Other-relative
27571,Own-child
27571,Wife
3383,Husband
3383,Other-relative
3383,Own-child
3383,Wife
47496,Husband
47496,Other-relative
47496,Own-child
47496,Wife
31418,Husband
31418,Other-relative
31418,Own-child
31418,Wife
44486,Husband
44486,Other-relative
44486,Own-child
44486,Wife
41733,Husband
41733,Not-in-family
41733,Other-relative
41733,Own-child
41733,Unmarried
41733,Wife
43025,Husband
43025,Not-in-family
43025,Other-relative
43025,Own-child
43025,Unmarried
43025,Wife
34072,Husband
34072,Not-in-family
34072,Other-relative
34072,Own-child
34072,Unmarried
34072,Wife
33465,Husband
33465,Not-in-family
33465,Other-relative
33465,Own-child
33465,Unmarried
33465,Wife
36841,Husband
36841,Other-relative
36841,Own-child
36841,Wife
34447,Not-in-family
34447,Unmarried
44580,Husband
44580,Not-in-family
44580,Other-relative
44580,Own-child
44580,Unmarried
44580,Wife
39318,Husband
39318,Not-in-family
39318,Other-relative
39318,Own-child
39318,Unmarried
39318,Wife
9530,Husband
9530,Other-relative
9530,Own-child
9530,Wife
8899,Not-in-family
8899,Unmarried
5299,Husband
5299,Other-relative
5299,Own-child
5299,Wife
42999,Husband
42999,Not-in-family
42999,Other-relative
42999,Own-child
42999,Unmarried
42999,Wife
39878,Husband
39878,Not-in-family
39878,Other-relative
39878,Own-child
39878,Unmarried
39878,Wife
5661,Husband
5661,Not-in-family
5661,Other-relative
5661,Own-child
5661,Unmarried
5661,Wife
26787,Husband
26787,Other-relative
26787,Own-child
26787,Wife
25002,Not-in-family
25002,Unmarried
10738,Husband
10738,Not-in-family
10738,Other-relative
10738,Own-child
10738,Unmarried
10738,Wife
42316,Husband
42316,Not-in-family
42316,Other-relative
42316,Own-child
42316,Unmarried
42316,Wife
5989,Husband
5989,Not-in-family
5989,Other-relative
5989,Own-child
5989,Unmarried
5989,Wife
30194,Husband
30194,Not-in-family
30194,Other-relative
30194,Own-child
30194,Unmarried
30194,Wife
43984,Husband
43984,Not-in-family
43984,Other-relative
43984,Own-child
43984,Unmarried
43984,Wife
10532,Husband
10532,Not-in-family
10532,Other-relative
10532,Own-child
10532,Unmarried
10532,Wife
39734,Husband
39734,Not-in-family
39734,Other-relative
39734,Own-child
39734,Unmarried
39734,Wife
6268,Husband
6268,Other-relative
6268,Own-child
6268,Wife
45293,Husband
45293,Other-relative
45293,Own-child
45293,Wife
21801,Not-in-family
21801,Unmarried
479,Not-in-family
479,Unmarried
41432,Husband
41432,Not-in-family
41432,Other-relative
41432,Own-child
41432,Unmarried
41432,Wife
48450,Husband
48450,Other-relative
48450,Own-child
48450,Wife
26703,Husband
26703,Not-in-family
26703,Other-relative
26703,Own-child
26703,Unmarried
26703,Wife
1074,Husband
1074,Other-relative
1074,Own-child
1074,Wife
4670,Husband
4670,Not-in-family
4670,Other-relative
4670,Own-child
4670,Unmarried
4670,Wife
31829,Husband
31829,Not-in-family
31829,Other-relative
31829,Own-child
31829,Unmarried
31829,Wife
16516,Husband
16516,Not-in-family
16516,Other-relative
16516,Own-child
16516,Unmarried
16516,Wife
5342,Husband
5342,Other-relative
5342,Own-child
5342,Wife
13183,Husband
13183,Not-in-family
13183,Other-relative
13183,Own-child
13183,Unmarried
13183,Wife
28710,Husband
28710,Other-relative
28710,Own-child
28710,Wife
31274,Husband
31274,Not-in-family
31274,Other-relative
31274,Own-child
31274,Unmarried
31274,Wife
40228,Not-in-family
40228,Unmarried
25888,Husband
25888,Other-relative
25888,Own-child
25888,Wife
33871,Not-in-family
33871,Unmarried
36213,Not-in-family
36213,Unmarried
6660,Husband
6660,Other-relative
6660,Own-child
6660,Wife
17133,Husband
17133,Other-relative
17133,Own-child
17133,Wife
26186,Husband
26186,Other-relative
26186,Own-child
26186,Wife
41614,Husband
41614,Not-in-family
41614,Other-relative
41614,Own-child
41614,Unmarried
41614,Wife
39537,Husband
39537,Not-in-family
39537,Other-relative
39537,Own-child
39537,Unmarried
39537,Wife
19650,Husband
19650,Not-in-family
19650,Other-relative
19650,Own-child
19650,Unmarried
19650,Wife
12489,Not-in-family
12489,Unmarried
25259,Husband
25259,Other-relative
25259,Own-child
25259,Wife
13847,Husband
13847,Not-in-family
13847,Other-relative
13847,Own-child
13847,Unmarried
13847,Wife
16538,Husband
16538,Not-in-family
16538,Other-relative
16538,Own-child
16538,Unmarried
16538,Wife
34224,Husband
34224,Other-relative
34224,Own-child
34224,Wife
41362,Husband
41362,Not-in-family
41362,Other-relative
41362,Own-child
41362,Unmarried
41362,Wife
7883,Husband
7883,Not-in-family
7883,Other-relative
7883,Own-child
7883,Unmarried
7883,Wife
29577,Not-in-family
29577,Unmarried
31951,Husband
31951,Other-relative
31951,Own-child
31951,Wife
43226,Husband
43226,Other-relative
43226,Own-child
43226,Wife
39497,Husband
39497,Not-in-family
39497,Other-relative
39497,Own-child
39497,Unmarried
39497,Wife
12946,Not-in-family
12946,Unmarried
11393,Husband
11393,Not-in-family
11393,Other-relative
11393,Own-child
11393,Unmarried
11393,Wife
26334,Not-in-family
26334,Unmarried
32783,Not-in-family
32783,Unmarried
12194,Husband
12194,Other-relative
12194,Own-child
12194,Wife
29571,Husband
29571,Not-in-family
29571,Other-relative
29571,Own-child
29571,Unmarried
29571,Wife
18910,Husband
18910,Other-relative
18910,Own-child
18910,Wife
41659,Husband
41659,Not-in-family
41659,Other-relative
41659,Own-child
41659,Unmarried
41659,Wife
34521,Husband
34521,Not-in-family
34521,Other-relative
34521,Own-child
34521,Unmarried
34521,Wife
27421,Not-in-family
27421,Unmarried
16043,Husband
16043,Not-in-family
16043,Other-relative
16043,Own-child
16043,Unmarried
16043,Wife
41967,Husband
41967,Not-in-family
41967,Other-relative
41967,Own-child
41967,Unmarried
41967,Wife
28078,Husband
28078,Not-in-family
28078,Other-relative
28078,Own-child
28078,Unmarried
28078,Wife
46724,Husband
46724,Other-relative
46724,Own-child
46724,Wife
33164,Husband
33164,Not-in-family
33164,Other-relative
33164,Own-child
33164,Unmarried
33164,Wife
46777,Husband
46777,Other-relative
46777,Own-child
46777,Wife
13754,Not-in-family
13754,Unmarried
37037,Not-in-family
37037,Unmarried
12296,Husband
12296,Other-relative
12296,Own-child
12296,Wife
32781,Husband
32781,Other-relative
32781,Own-child
32781,Wife
14250,Husband
14250,Not-in-family
14250,Other-relative
14250,Own-child
14250,Unmarried
14250,Wife
19710,Not-in-family
19710,Unmarried
29165,Husband
29165,Other-relative
29165,Own-child
29165,Wife
32523,Not-in-family
32523,Unmarried
38120,Husband
38120,Not-in-family
38120,Other-relative
38120,Own-child
38120,Unmarried
38120,Wife
17737,Husband
17737,Not-in-family
17737,Other-relative
17737,Own-child
17737,Unmarried
17737,Wife
34654,Husband
34654,Not-in-family
34654,Other-relative
34654,Own-child
34654,Unmarried
34654,Wife
8893,Husband
8893,Other-relative
8893,Own-child
8893,Wife
34444,Husband
34444,Other-relative
34444,Own-child
34444,Wife
24414,Husband
24414,Other-relative
24414,Own-child
24414,Wife
37340,Husband
37340,Not-in-family
37340,Other-relative
37340,Own-child
37340,Unmarried
37340,Wife
21217,Husband
21217,Not-in-family
21217,Other-relative
21217,Own-child
21217,Unmarried
21217,Wife
2684,Husband
2684,Not-in-family
2684,Other-relative
2684,Own-child
2684,Unmarried
2684,Wife
10118,Husband
10118,Not-in-family
10118,Other-relative
10118,Own-child
10118,Unmarried
10118,Wife
35942,Husband
35942,Other-relative
35942,Own-child
35942,Wife
27346,Husband
27346,Not-in-family
27346,Other-relative
27346,Own-child
27346,Unmarried
27346,Wife
29785,Husband
29785,Not-in-family
29785,Other-relative
29785,Own-child
29785,Unmarried
29785,Wife
47882,Husband
47882,Other-relative
47882,Own-child
47882,Wife
2951,Not-in-family
2951,Unmarried
36718,Husband
36718,Not-in-family
36718,Other-relative
36718,Own-child
36718,Unmarried
36718,Wife
18819,Not-in-family
18819,Unmarried
3935,Husband
3935,Other-relative
3935,Own-child
3935,Wife
2062,Husband
2062,Not-in-family
2062,Other-relative
2062,Own-child
2062,Unmarried
2062,Wife
17822,Husband
17822,Not-in-family
17822,Other-relative
17822,Own-child
17822,Unmarried
17822,Wife
1354,Husband
1354,Not-in-family
1354,Other-relative
1354,Own-child
1354,Unmarried
1354,Wife
6937,Husband
6937,Not-in-family
6937,Other-relative
6937,Own-child
6937,Unmarried
6937,Wife
25610,Husband
25610,Not-in-family
25610,Other-relative
25610,Own-child
25610,Unmarried
25610,Wife
29587,Husband
29587,Other-relative
29587,Own-child
29587,Wife
16717,Husband
16717,Not-in-family
16717,Other-relative
16717,Own-child
16717,Unmarried
16717,Wife
39861,Not-in-family
39861,Unmarried
33985,Not-in-family
33985,Unmarried
13130,Husband
13130,Not-in-family
13130,Other-relative
13130,Own-child
13130,Unmarried
13130,Wife
16446,Husband
16446,Other-relative
16446,Own-child
16446,Wife
25242,Husband
25242,Not-in-family
25242,Other-relative
25242,Own-child
25242,Unmarried
25242,Wife
24020,Husband
24020,Other-relative
24020,Own-child
24020,Wife
46925,Husband
46925,Not-in-family
46925,Other-relative
46925,Own-child
46925,Unmarried
46925,Wife
19705,Husband
19705,Not-in-family
19705,Other-relative
19705,Own-child
19705,Unmarried
19705,Wife
14869,Husband
14869,Not-in-family
14869,Other-relative
14869,Own-child
14869,Unmarried
14869,Wife
35844,Husband
35844,Other-relative
35844,Own-child
35844,Wife
38748,Not-in-family
38748,Unmarried
35522,Husband
35522,Other-relative
35522,Own-child
35522,Wife
38998,Husband
38998,Not-in-family
38998,Other-relative
38998,Own-child
38998,Unmarried
38998,Wife
37668,Husband
37668,Other-relative
37668,Own-child
37668,Wife
42298,Husband
42298,Other-relative
42298,Own-child
42298,Wife
30416,Not-in-family
30416,Unmarried
21810,Not-in-family
21810,Unmarried
47305,Not-in-family
47305,Unmarried
36670,Not-in-family
36670,Unmarried
8302,Husband
8302,Not-in-family
8302,Other-relative
8302,Own-child
8302,Unmarried
8302,Wife
3796,Husband
3796,Not-in-family
3796,Other-relative
3796,Own-child
3796,Unmarried
3796,Wife
17666,Husband
17666,Not-in-family
17666,Other-relative
17666,Own-child
17666,Unmarried
17666,Wife
5952,Not-in-family
5952,Unmarried
39950,Husband
39950,Other-relative
39950,Own-child
39950,Wife
45749,Husband
45749,Not-in-family
45749,Other-relative
45749,Own-child
45749,Unmarried
45749,Wife
21622,Husband
21622,Other-relative
21622,Own-child
21622,Wife
3920,Husband
3920,Other-relative
3920,Own-child
3920,Wife
35000,Husband
35000,Not-in-family
35000,Other-relative
35000,Own-child
35000,Unmarried
35000,Wife
16548,Husband
16548,Not-in-family
16548,Other-relative
16548,Own-child
16548,Unmarried
16548,Wife
34646,Husband
34646,Not-in-family
34646,Other-relative
34646,Own-child
34646,Unmarried
34646,Wife
21899,Husband
21899,Not-in-family
21899,Other-relative
21899,Own-child
21899,Unmarried
21899,Wife
29676,Not-in-family
29676,Unmarried
45499,Not-in-family
45499,Unmarried
46129,Not-in-family
46129,Unmarried
44366,Husband
44366,Not-in-family
44366,Other-relative
44366,Own-child
44366,Unmarried
44366,Wife
24441,Husband
24441,Not-in-family
24441,Other-relative
24441,Own-child
24441,Unmarried
24441,Wife
43006,Husband
43006,Not-in-family
43006,Other-relative
43006,Own-child
43006,Unmarried
43006,Wife
9057,Husband
9057,Not-in-family
9057,Other-relative
9057,Own-child
9057,Unmarried
9057,Wife
12333,Husband
12333,Other-relative
12333,Own-child
12333,Wife
43110,Husband
43110,Not-in-family
43110,Other-relative
43110,Own-child
43110,Unmarried
43110,Wife
37218,Not-in-family
37218,Unmarried
47315,Not-in-family
47315,Unmarried
44612,Husband
44612,Not-in-family
44612,Other-relative
44612,Own-child
44612,Unmarried
44612,Wife
10695,Husband
10695,Not-in-family
10695,Other-relative
10695,Own-child
10695,Unmarried
10695,Wife
30149,Husband
30149,Other-relative
30149,Own-child
30149,Wife
26440,Husband
26440,Other-relative
26440,Own-child
26440,Wife
30840,Husband
30840,Other-relative
30840,Own-child
30840,Wife
35613,Husband
35613,Other-relative
35613,Own-child
35613,Wife
9921,Husband
9921,Not-in-family
9921,Other-relative
9921,Own-child
9921,Unmarried
9921,Wife
36476,Husband
36476,Not-in-family
36476,Other-relative
36476,Own-child
36476,Unmarried
36476,Wife
22756,Husband
22756,Not-in-family
22756,Other-relative
22756,Own-child
22756,Unmarried
22756,Wife
4028,Husband
4028,Not-in-family
4028,Other-relative
4028,Own-child
4028,Unmarried
4028,Wife
3273,Husband
3273,Other-relative
3273,Own-child
3273,Wife
47484,Not-in-family
47484,Unmarried
40353,Husband
40353,Not-in-family
40353,Other-relative
40353,Own-child
40353,Unmarried
40353,Wife
39999,Husband
39999,Not-in-family
39999,Other-relative
39999,Own-child
39999,Unmarried
39999,Wife
32834,Not-in-family
32834,Unmarried
43152,Husband
43152,Not-in-family
43152,Other-relative
43152,Own-child
43152,Unmarried
43152,Wife
14015,Husband
14015,Not-in-family
14015,Other-relative
14015,Own-child
14015,Unmarried
14015,Wife
45190,Husband
45190,Not-in-family
45190,Other-relative
45190,Own-child
45190,Unmarried
45190,Wife
21944,Husband
21944,Not-in-family
21944,Other-relative
21944,Own-child
21944,Unmarried
21944,Wife
25459,Husband
25459,Other-relative
25459,Own-child
25459,Wife
16719,Husband
16719,Not-in-family
16719,Other-relative
16719,Own-child
16719,Unmarried
16719,Wife
22904,Husband
22904,Not-in-family
22904,Other-relative
22904,Own-child
22904,Unmarried
22904,Wife
18132,Husband
18132,Not-in-family
18132,Other-relative
18132,Own-child
18132,Unmarried
18132,Wife
1417,Husband
1417,Not-in-family
1417,Other-relative
1417,Own-child
1417,Unmarried
1417,Wife
25286,Husband
25286,Other-relative
25286,Own-child
25286,Wife
638,Husband
638,Not-in-family
638,Other-relative
638,Own-child
638,Unmarried
638,Wife
19823,Not-in-family
19823,Unmarried
2156,Husband
2156,Other-relative
2156,Own-child
2156,Wife
25546,Husband
25546,Not-in-family
25546,Other-relative
25546,Own-child
25546,Unmarried
25546,Wife
6465,Husband
6465,Other-relative
6465,Own-child
6465,Wife
16419,Husband
16419,Other-relative
16419,Own-child
16419,Wife
135,Husband
135,Not-in-family
135,Other-relative
135,Own-child
135,Unmarried
135,Wife
24023,Husband
24023,Other-relative
24023,Own-child
24023,Wife
15951,Husband
15951,Not-in-family
15951,Other-relative
15951,Own-child
15951,Unmarried
15951,Wife
6494,Not-in-family
6494,Unmarried
29714,Husband
29714,Not-in-family
29714,Other-relative
29714,Own-child
29714,Unmarried
29714,Wife
20444,Husband
20444,Other-relative
20444,Own-child
20444,Wife
34599,Husband
34599,Not-in-family
34599,Other-relative
34599,Own-child
34599,Unmarried
34599,Wife
31876,Husband
31876,Other-relative
31876,Own-child
31876,Wife
24264,Husband
24264,Not-in-family
24264,Other-relative
24264,Own-child
24264,Unmarried
24264,Wife
48528,Husband
48528,Not-in-family
48528,Other-relative
48528,Own-child
48528,Unmarried
48528,Wife
45165,Husband
45165,Not-in-family
45165,Other-relative
45165,Own-child
45165,Unmarried
45165,Wife
17871,Husband
17871,Not-in-family
17871,Other-relative
17871,Own-child
17871,Unmarried
17871,Wife
20425,Husband
20425,Other-relative
20425,Own-child
20425,Wife
39899,Husband
39899,Other-relative
39899,Own-child
39899,Wife
12033,Not-in-family
12033,Unmarried
39808,Husband
39808,Not-in-family
39808,Other-relative
39808,Own-child
39808,Unmarried
39808,Wife
47975,Husband
47975,Not-in-family
47975,Other-relative
47975,Own-child
47975,Unmarried
47975,Wife
4224,Husband
4224,Not-in-family
4224,Other-relative
4224,Own-child
4224,Unmarried
4224,Wife
3477,Husband
3477,Other-relative
3477,Own-child
3477,Wife
37500,Husband
37500,Not-in-family
37500,Other-relative
37500,Own-child
37500,Unmarried
37500,Wife
13742,Husband
13742,Not-in-family
13742,Other-relative
13742,Own-child
13742,Unmarried
13742,Wife
20163,Husband
20163,Other-relative
20163,Own-child
20163,Wife
7922,Not-in-family
7922,Unmarried
18762,Husband
18762,Not-in-family
18762,Other-relative
18762,Own-child
18762,Unmarried
18762,Wife
44401,Husband
44401,Not-in-family
44401,Other-relative
44401,Own-child
44401,Unmarried
44401,Wife
1065,Husband
1065,Not-in-family
1065,Other-relative
1065,Own-child
1065,Unmarried
1065,Wife
47859,Husband
47859,Other-relative
47859,Own-child
47859,Wife
34914,Husband
34914,Other-relative
34914,Own-child
34914,Wife
15364,Husband
15364,Not-in-family
15364,Other-relative
15364,Own-child
15364,Unmarried
15364,Wife
46906,Husband
46906,Not-in-family
46906,Other-relative
46906,Own-child
46906,Unmarried
46906,Wife
2987,Husband
2987,Not-in-family
2987,Other-relative
2987,Own-child
2987,Unmarried
2987,Wife
650,Husband
650,Not-in-family
650,Other-relative
650,Own-child
650,Unmarried
650,Wife
31843,Husband
31843,Not-in-family
31843,Other-relative
31843,Own-child
31843,Unmarried
31843,Wife
28716,Husband
28716,Not-in-family
28716,Other-relative
28716,Own-child
28716,Unmarried
28716,Wife
34020,Husband
34020,Other-relative
34020,Own-child
34020,Wife
31741,Husband
31741,Other-relative
31741,Own-child
31741,Wife
38088,Husband
38088,Not-in-family
38088,Other-relative
38088,Own-child
38088,Unmarried
38088,Wife
26346,Husband
26346,Not-in-family
26346,Other-relative
26346,Own-child
26346,Unmarried
26346,Wife
45556,Husband
45556,Other-relative
45556,Own-child
45556,Wife
35376,Husband
35376,Not-in-family
35376,Other-relative
35376,Own-child
35376,Unmarried
35376,Wife
31369,Husband
31369,Other-relative
31369,Own-child
31369,Wife
27851,Husband
27851,Other-relative
27851,Own-child
27851,Wife
29611,Husband
29611,Not-in-family
29611,Other-relative
29611,Own-child
29611,Unmarried
29611,Wife
39941,Not-in-family
39941,Unmarried
22447,Husband
22447,Not-in-family
22447,Other-relative
22447,Own-child
22447,Unmarried
22447,Wife
21915,Husband
21915,Not-in-family
21915,Other-relative
21915,Own-child
21915,Unmarried
21915,Wife
36244,Husband
36244,Not-in-family
36244,Other-relative
36244,Own-child
36244,Unmarried
36244,Wife
26354,Not-in-family
26354,Unmarried
43361,Not-in-family
43361,Unmarried
48016,Husband
48016,Other-relative
48016,Own-child
48016,Wife
16327,Husband
16327,Not-in-family
16327,Other-relative
16327,Own-child
16327,Unmarried
16327,Wife
23030,Husband
23030,Other-relative
23030,Own-child
23030,Wife
21368,Husband
21368,Not-in-family
21368,Other-relative
21368,Own-child
21368,Unmarried
21368,Wife
31275,Husband
31275,Not-in-family
31275,Other-relative
31275,Own-child
31275,Unmarried
31275,Wife
11598,Husband
11598,Other-relative
11598,Own-child
11598,Wife
5936,Husband
5936,Not-in-family
5936,Other-relative
5936,Own-child
5936,Unmarried
5936,Wife
25374,Not-in-family
25374,Unmarried
29437,Husband
29437,Not-in-family
29437,Other-relative
29437,Own-child
29437,Unmarried
29437,Wife
45818,Husband
45818,Not-in-family
45818,Other-relative
45818,Own-child
45818,Unmarried
45818,Wife
41331,Husband
41331,Not-in-family
41331,Other-relative
41331,Own-child
41331,Unmarried
41331,Wife
14303,Husband
14303,Other-relative
14303,Own-child
14303,Wife
15298,Husband
15298,Other-relative
15298,Own-child
15298,Wife
4163,Husband
4163,Not-in-family
4163,Other-relative
4163,Own-child
4163,Unmarried
4163,Wife
8715,Husband
8715,Not-in-family
8715,Other-relative
8715,Own-child
8715,Unmarried
8715,Wife
39602,Not-in-family
39602,Unmarried
38483,Husband
38483,Not-in-family
38483,Other-relative
38483,Own-child
38483,Unmarried
38483,Wife
19576,Husband
19576,Other-relative
19576,Own-child
19576,Wife
42115,Not-in-family
42115,Unmarried
26247,Husband
26247,Not-in-family
26247,Other-relative
26247,Own-child
26247,Unmarried
26247,Wife
32968,Not-in-family
32968,Unmarried
21890,Not-in-family
21890,Unmarried
20112,Husband
20112,Other-relative
20112,Own-child
20112,Wife
30075,Husband
30075,Other-relative
30075,Own-child
30075,Wife
7421,Husband
7421,Other-relative
7421,Own-child
7421,Wife
19472,Not-in-family
19472,Unmarried
28173,Husband
28173,Not-in-family
28173,Other-relative
28173,Own-child
28173,Unmarried
28173,Wife
18658,Husband
18658,Not-in-family
18658,Other-relative
18658,Own-child
18658,Unmarried
18658,Wife
38646,Husband
38646,Other-relative
38646,Own-child
38646,Wife
13683,Husband
13683,Not-in-family
13683,Other-relative
13683,Own-child
13683,Unmarried
13683,Wife
44601,Husband
44601,Other-relative
44601,Own-child
44601,Wife
12506,Husband
12506,Not-in-family
12506,Other-relative
12506,Own-child
12506,Unmarried
12506,Wife
46364,Husband
46364,Not-in-family
46364,Other-relative
46364,Own-child
46364,Unmarried
46364,Wife
15253,Husband
15253,Other-relative
15253,Own-child
15253,Wife
15145,Husband
15145,Not-in-family
15145,Other-relative
15145,Own-child
15145,Unmarried
15145,Wife
21253,Husband
21253,Not-in-family
21253,Other-relative
21253,Own-child
21253,Unmarried
21253,Wife
37085,Husband
37085,Not-in-family
37085,Other-relative
37085,Own-child
37085,Unmarried
37085,Wife
28325,Husband
28325,Not-in-family
28325,Other-relative
28325,Own-child
28325,Unmarried
28325,Wife
36768,Husband
36768,Other-relative
36768,Own-child
36768,Wife
21999,Husband
21999,Not-in-family
21999,Other-relative
21999,Own-child
21999,Unmarried
21999,Wife
30081,Husband
30081,Not-in-family
30081,Other-relative
30081,Own-child
30081,Unmarried
30081,Wife
30000,Not-in-family
30000,Unmarried
21231,Husband
21231,Not-in-family
21231,Other-relative
21231,Own-child
21231,Unmarried
21231,Wife
48115,Husband
48115,Not-in-family
48115,Other-relative
48115,Own-child
48115,Unmarried
48115,Wife
1201,Husband
1201,Other-relative
1201,Own-child
1201,Wife
15268,Husband
15268,Not-in-family
15268,Other-relative
15268,Own-child
15268,Unmarried
15268,Wife
3989,Husband
3989,Other-relative
3989,Own-child
3989,Wife
35050,Husband
35050,Not-in-family
35050,Other-relative
35050,Own-child
35050,Unmarried
35050,Wife
9754,Husband
9754,Not-in-family
9754,Other-relative
9754,Own-child
9754,Unmarried
9754,Wife
18100,Husband
18100,Not-in-family
18100,Other-relative
18100,Own-child
18100,Unmarried
18100,Wife
10882,Husband
10882,Other-relative
10882,Own-child
10882,Wife
39319,Husband
39319,Other-relative
39319,Own-child
39319,Wife
39297,Not-in-family
39297,Unmarried
14018,Husband
14018,Other-relative
14018,Own-child
14018,Wife
37387,Husband
37387,Not-in-family
37387,Other-relative
37387,Own-child
37387,Unmarried
37387,Wife
32359,Husband
32359,Other-relative
32359,Own-child
32359,Wife
46549,Husband
46549,Other-relative
46549,Own-child
46549,Wife
20188,Husband
20188,Not-in-family
20188,Other-relative
20188,Own-child
20188,Unmarried
20188,Wife
38704,Husband
38704,Not-in-family
38704,Other-relative
38704,Own-child
38704,Unmarried
38704,Wife
28402,Husband
28402,Not-in-family
28402,Other-relative
28402,Own-child
28402,Unmarried
28402,Wife
29036,Husband
29036,Not-in-family
29036,Other-relative
29036,Own-child
29036,Unmarried
29036,Wife
37994,Not-in-family
37994,Unmarried
23804,Husband
23804,Not-in-family
23804,Other-relative
23804,Own-child
23804,Unmarried
23804,Wife
41576,Husband
41576,Other-relative
41576,Own-child
41576,Wife
21734,Not-in-family
21734,Unmarried
46210,Husband
46210,Other-relative
46210,Own-child
46210,Wife
27444,Husband
27444,Other-relative
27444,Own-child
27444,Wife
44094,Husband
44094,Other-relative
44094,Own-child
44094,Wife
24996,Husband
24996,Other-relative
24996,Own-child
24996,Wife
33736,Not-in-family
33736,Unmarried
6118,Husband
6118,Not-in-family
6118,Other-relative
6118,Own-child
6118,Unmarried
6118,Wife
9643,Husband
9643,Not-in-family
9643,Other-relative
9643,Own-child
9643,Unmarried
9643,Wife
16825,Not-in-family
16825,Unmarried
1700,Not-in-family
1700,Unmarried
30591,Not-in-family
30591,Unmarried
29879,Husband
29879,Not-in-family
29879,Other-relative
29879,Own-child
29879,Unmarried
29879,Wife
21786,Husband
21786,Not-in-family
21786,Other-relative
21786,Own-child
21786,Unmarried
21786,Wife
33996,Husband
33996,Not-in-family
33996,Other-relative
33996,Own-child
33996,Unmarried
33996,Wife
38726,Not-in-family
38726,Unmarried
6216,Husband
6216,Not-in-family
6216,Other-relative
6216,Own-child
6216,Unmarried
6216,Wife
26809,Husband
26809,Not-in-family
26809,Other-relative
26809,Own-child
26809,Unmarried
26809,Wife
16333,Husband
16333,Not-in-family
16333,Other-relative
16333,Own-child
16333,Unmarried
16333,Wife
42968,Husband
42968,Other-relative
42968,Own-child
42968,Wife
47694,Husband
47694,Not-in-family
47694,Other-relative
