record_id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
12353,27,Private,180758,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
35220,38,Private,340763,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,2339,47,United-States,0
5655,41,Private,140590,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,33,United-States,0
46980,28,Private,291789,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,50,United-States,0
4466,51,Private,159604,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
2668,37,Self-emp-not-inc,243587,Some-college,10,Separated,Other-service,Own-child,White,Female,0,0,40,Cuba,0
18505,25,Federal-gov,55636,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
37268,19,Self-emp-not-inc,215493,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,20,United-States,0
41377,23,Private,73968,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
32732,34,Private,189759,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
30286,62,Private,223975,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,0
34152,21,Private,278391,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,Nicaragua,0
17239,33,Private,351810,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,0
39166,67,Private,120900,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,12,United-States,0
43504,36,Private,48976,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,1
14714,29,Private,67218,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
15443,27,Private,165365,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,2885,0,40,Laos,0
17184,23,Private,529223,Bachelors,13,Never-married,Sales,Own-child,Black,Male,0,0,10,United-States,0
18829,27,Private,187746,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
17044,30,Private,399522,11th,7,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,0
21019,51,Local-gov,349431,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,1
43786,57,Private,340591,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
33300,37,Local-gov,270181,Assoc-acdm,12,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,50,United-States,0
27711,55,State-gov,294395,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,White,Female,6849,0,40,United-States,0
14165,42,Private,231813,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
46535,29,Private,212588,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
44192,22,Private,247734,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
4005,31,Private,207201,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
7632,27,Private,130067,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,65,United-States,0
22916,59,Private,169133,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
6043,25,Private,144478,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,Poland,0
43698,39,Private,389279,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
45947,50,Private,98975,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,40,United-States,1
26016,17,Local-gov,175587,11th,7,Never-married,Protective-serv,Own-child,White,Male,0,0,30,United-States,0
15747,30,Private,200246,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
22900,46,Private,124733,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,0
31907,48,Private,379883,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Cuba,1
17381,21,Private,65038,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
40921,37,Private,237943,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Poland,0
1765,49,Private,159816,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,20,United-States,1
29800,33,Self-emp-not-inc,235271,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,1
1822,19,Private,418324,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,36,United-States,0
15109,53,Private,167065,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
17544,51,Self-emp-not-inc,94432,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,1
625,30,Private,124187,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,60,United-States,0
37275,55,Private,70439,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,1
35023,58,Private,265579,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
20832,53,Private,198824,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
48741,27,Private,32452,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,1
37239,31,Local-gov,314375,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,30,United-States,0
3557,41,Private,82393,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,0
16064,44,Private,323627,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,5,United-States,0
44600,40,State-gov,114714,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,1
161,25,Private,252752,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,0
16241,28,Private,119793,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,10520,0,50,United-States,1
17220,39,Private,100669,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,0
29854,35,Private,316141,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,7443,0,40,United-States,0
47508,53,Private,221672,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
4063,51,Private,306785,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
2980,37,Private,98941,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1
10386,26,Self-emp-not-inc,189238,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,Mexico,0
121,40,Private,118853,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
30446,19,Private,208366,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
37883,59,State-gov,109567,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
30544,24,Private,118023,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0
37489,42,Self-emp-inc,325159,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
46976,41,Private,46221,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,4787,0,60,United-States,1
40042,41,Self-emp-inc,124330,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,0
5288,32,Private,198068,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0
40852,52,Private,403027,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
23741,60,State-gov,69251,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,38,China,1
39961,62,Self-emp-inc,234738,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,50,United-States,0
11416,38,Federal-gov,205852,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,1
38803,32,Private,182323,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,1
41441,65,Private,176219,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,South,0
15284,59,Local-gov,212600,Some-college,10,Separated,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,1
12756,46,State-gov,27802,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,1
32138,50,Self-emp-inc,121441,11th,7,Never-married,Exec-managerial,Other-relative,White,Male,0,2444,40,United-States,1
14661,47,Local-gov,36169,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
23514,33,Private,268127,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
321,43,Private,50356,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,50,United-States,0
37666,67,Self-emp-not-inc,94809,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,2346,0,33,United-States,0
46964,29,Private,197382,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0
15090,49,Private,314773,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
15050,36,Federal-gov,343052,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
16800,69,Private,71489,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,0
5233,49,Self-emp-inc,197332,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
19004,21,Private,267040,10th,6,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,0
27986,40,Private,179508,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,0
26449,41,Private,322980,HS-grad,9,Separated,Adm-clerical,Not-in-family,Black,Male,2354,0,40,United-States,0
28471,28,Self-emp-inc,191129,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,1
28228,25,State-gov,153534,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
15826,64,Private,146110,Some-college,10,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,0
31695,32,Self-emp-inc,281030,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
47153,55,Local-gov,190091,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
37583,29,Private,245402,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,70,United-States,0
20489,51,Private,99064,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,0
26174,64,Self-emp-not-inc,47462,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0
5460,25,Private,191271,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
36455,63,Self-emp-not-inc,74991,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,0,0,60,United-States,0
2965,38,Private,183279,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,1
32400,53,Local-gov,186303,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,1
39273,51,Self-emp-inc,119570,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
37421,26,Private,200318,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,0
812,43,Private,94113,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0
2463,46,Private,174224,Assoc-voc,11,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,0
43611,40,Federal-gov,150533,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,40,United-States,1
22368,24,Private,128487,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
13135,24,State-gov,275421,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0
48365,37,Private,175614,10th,6,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,0
29757,19,State-gov,135162,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,0
28909,41,Private,182303,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
5592,30,Self-emp-not-inc,257295,Some-college,10,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,2258,40,South,0
2485,27,Private,297296,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
15382,51,Private,108435,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,47,United-States,1
19344,25,Self-emp-not-inc,72338,HS-grad,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,0
31914,50,Private,301024,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,1
21569,31,Private,176185,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,France,1
40518,63,Private,177063,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
13990,20,Private,109952,HS-grad,9,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,40,United-States,0
18062,47,Private,141511,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
6592,66,Private,284021,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,0
16811,46,Local-gov,180010,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
47049,34,Private,110622,Masters,14,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,South,0
1530,47,Private,232628,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
34069,27,Private,409246,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,1
7599,43,Private,188808,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
33134,49,Private,177543,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,0
4333,28,Self-emp-inc,115705,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
20294,19,Private,533147,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,0
19497,56,Private,177271,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
28801,45,Private,126889,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,60,United-States,1
46644,52,Private,177647,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,47,United-States,0
29503,23,Private,163665,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
6483,43,Private,170214,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
21469,58,Self-emp-inc,143266,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
4049,28,Private,25955,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
199,24,Self-emp-not-inc,32921,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
43880,33,Private,557805,Assoc-voc,11,Never-married,Sales,Other-relative,White,Female,0,0,40,El-Salvador,0
44345,25,Private,267594,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
20330,37,Private,315291,Bachelors,13,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,0
47192,29,Private,425830,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
25057,29,Local-gov,302422,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,1564,56,United-States,1
12561,45,Private,190088,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,0
38804,24,Private,137589,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0
21373,50,Private,188186,Masters,14,Divorced,Sales,Not-in-family,White,Female,0,1590,45,United-States,0
21002,42,Private,230684,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,United-States,0
16216,20,Private,379198,HS-grad,9,Never-married,Other-service,Other-relative,Other,Male,0,0,40,Mexico,0
20485,43,Private,81243,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,1876,40,United-States,0
19194,64,Private,133144,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,0
25174,50,Private,104501,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
25650,22,Private,222993,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,54,United-States,0
33152,31,Private,188246,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1
18606,20,Private,278391,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,Nicaragua,0
32628,19,Private,105460,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
24799,51,Local-gov,47415,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1628,30,United-States,0
8738,32,Private,169955,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,36,Puerto-Rico,0
1617,26,Private,310907,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,0
44308,30,Private,156464,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,Germany,0
23114,19,Private,167149,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0
13021,24,Private,102323,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
10988,33,Private,99309,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States,0
1076,27,Private,137645,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,0,1590,40,United-States,0
10638,18,Private,186909,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,0
39977,51,Private,197189,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
39508,26,Private,195693,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Jamaica,0
10763,28,Private,126129,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
19654,31,Private,161765,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2051,57,United-States,0
37362,27,Private,104993,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,0
16766,35,Private,210150,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
8969,24,Private,72310,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,43,United-States,0
45082,26,Private,52839,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
21277,21,Private,325923,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,35,United-States,0
40288,54,Self-emp-not-inc,386773,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
33116,32,State-gov,33945,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,1
156,23,Private,214542,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
24114,31,Private,149507,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,0
6622,46,Private,163352,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,0
43167,41,Private,197033,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,0
40060,45,Private,187563,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,45,United-States,0
29874,63,Local-gov,214143,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Cuba,0
31374,20,Private,63210,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,0
21371,30,Private,207668,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,60,Hungary,0
38617,21,Private,449101,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
8331,21,Private,109869,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,0
4714,22,Private,74631,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,13,United-States,0
27488,27,Private,419146,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,75,Mexico,0
26921,19,Private,143857,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,0
26538,28,Private,328923,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,38,United-States,0
46747,33,Private,229051,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,United-States,1
25814,53,Private,194501,11th,7,Widowed,Other-service,Own-child,White,Female,0,0,47,United-States,0
19039,44,Self-emp-not-inc,167280,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
21171,30,Private,217296,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,0
29895,40,Private,236021,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
15147,30,State-gov,242122,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
30541,35,Self-emp-inc,135289,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,0
48633,61,Private,181200,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1564,40,United-States,1
1586,51,Private,71046,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,Scotland,0
4871,25,Private,366416,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
38996,44,Local-gov,117012,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,40,United-States,1
10158,20,Private,320047,10th,6,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
35783,37,Private,112497,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
28406,66,Self-emp-not-inc,28061,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,0
16520,61,Private,160942,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,3103,0,50,United-States,0
5974,49,Private,115784,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
5351,30,Private,156464,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1
9989,35,Private,186489,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,46,United-States,0
27474,30,Private,108386,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
18105,25,Private,243786,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,37,United-States,0
4043,57,Local-gov,109973,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
1720,31,Private,367314,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
34090,22,Private,535852,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Mexico,0
18157,65,Private,172815,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
32476,35,Private,30673,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,84,United-States,0
38876,32,Private,162041,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,0
13758,31,Self-emp-inc,344275,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,0
1660,49,Local-gov,107231,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,0
9388,32,Private,235124,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,46,Dominican-Republic,0
3827,23,Private,27776,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,24,United-States,0
42600,80,Local-gov,81534,1st-4th,2,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,1086,0,20,Philippines,0
33821,46,Self-emp-not-inc,481987,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,0
18082,28,Self-emp-not-inc,190391,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
6691,28,Private,61487,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,0
32849,61,Federal-gov,512864,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
27389,45,State-gov,264052,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
6182,29,Local-gov,183523,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Iran,0
43409,25,Local-gov,306352,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,Mexico,1
5550,29,Private,132874,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
40417,19,Private,205953,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,20,United-States,0
12148,33,Private,34748,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,20,United-States,1
22162,30,Private,167476,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
19927,55,Private,143266,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,25,United-States,0
31297,30,Private,258170,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
38122,46,Private,93557,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
28818,35,Private,233571,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,50,United-States,0
36510,55,Private,174260,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
14969,59,Private,135617,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19743,50,Self-emp-inc,302708,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7688,0,50,Japan,1
41779,40,Private,156526,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
18754,25,Private,204536,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
33462,37,Private,112158,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,99,United-States,1
43534,34,Private,90409,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
1603,57,Private,236944,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,1
