Features;Accuracy;F1 Score 0;F1 Score 1
('education-num', 'relationship', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8590381426202321;0.9106454551825636;0.6663177178749019
('education-num', 'race', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week');0.840685461580984;0.9005726902642656;0.599388379204893
('education-num', 'race', 'sex', 'capital-gain', 'capital-loss', 'native-country');0.8377003869541183;0.9008777852802161;0.552439024390244
('education-num', 'race', 'sex', 'capital-gain', 'hours-per-week', 'native-country');0.8265339966832504;0.8925121600328835;0.5508159175493845
('education-num', 'race', 'sex', 'capital-loss', 'hours-per-week', 'native-country');0.8069651741293532;0.8812729498164015;0.48404255319148937
('education-num', 'race', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8352681039248203;0.9000402522474171;0.532035175879397
('education-num', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8415699281370923;0.9010290765936874;0.6031570202160067
('marital-status', 'occupation', 'relationship', 'race', 'sex', 'capital-gain');0.8464344941956883;0.9022863172704889;0.6415483870967742
('marital-status', 'occupation', 'relationship', 'race', 'sex', 'capital-loss');0.8231066887783306;0.8856325947105075;0.6097560975609756
('marital-status', 'occupation', 'relationship', 'race', 'sex', 'hours-per-week');0.8197899391929243;0.8828518039384793;0.6096743295019157
('marital-status', 'occupation', 'relationship', 'race', 'sex', 'native-country');0.8164731896075179;0.8817326873753206;0.5905278737049827
('marital-status', 'occupation', 'relationship', 'race', 'capital-gain', 'capital-loss');0.8578220011055832;0.9091166077738516;0.6736040609137056
('marital-status', 'occupation', 'relationship', 'race', 'capital-gain', 'hours-per-week');0.8485351022664456;0.9023938444001139;0.6620621608288111
('marital-status', 'occupation', 'relationship', 'race', 'capital-gain', 'native-country');0.8475400773908237;0.9030716243761862;0.6430235568211234
('marital-status', 'occupation', 'relationship', 'race', 'capital-loss', 'hours-per-week');0.8300718629076838;0.8910624424126444;0.6139161014820397
('marital-status', 'occupation', 'relationship', 'race', 'capital-loss', 'native-country');0.8260917634051962;0.8877951351736928;0.613608450012282
('marital-status', 'occupation', 'relationship', 'race', 'hours-per-week', 'native-country');0.8226644555002764;0.8856898517673888;0.6047313947757516
('marital-status', 'occupation', 'relationship', 'sex', 'capital-gain', 'capital-loss');0.8569375345494749;0.9085770806839056;0.671239837398374
('marital-status', 'occupation', 'relationship', 'sex', 'capital-gain', 'hours-per-week');0.8475400773908237;0.9016895986312112;0.6605956190007384
('marital-status', 'occupation', 'relationship', 'sex', 'capital-gain', 'native-country');0.8466556108347153;0.9024132836135932;0.6422491617229816
('marital-status', 'occupation', 'relationship', 'sex', 'capital-loss', 'hours-per-week');0.8299613045881703;0.8907980687304743;0.6160758861707439
('marital-status', 'occupation', 'relationship', 'sex', 'capital-loss', 'native-country');0.824212271973466;0.8863311409779812;0.6123842028278889
('marital-status', 'occupation', 'relationship', 'sex', 'hours-per-week', 'native-country');0.8210060807075732;0.8841668455319454;0.6063700461949915
('marital-status', 'occupation', 'relationship', 'capital-gain', 'capital-loss', 'hours-per-week');0.8566058595909343;0.9071914132379248;0.6848116646415553
('marital-status', 'occupation', 'relationship', 'capital-gain', 'capital-loss', 'native-country');0.8577114427860697;0.9089365315219698;0.6747536012130402
('marital-status', 'occupation', 'relationship', 'capital-gain', 'hours-per-week', 'native-country');0.8485351022664456;0.9022406165263308;0.6638861629048086
('marital-status', 'occupation', 'relationship', 'capital-loss', 'hours-per-week', 'native-country');0.8312880044223327;0.8919263456090651;0.615617128463476
('marital-status', 'occupation', 'race', 'sex', 'capital-gain', 'capital-loss');0.8567164179104477;0.9085391672547636;0.6693877551020408
('marital-status', 'occupation', 'race', 'sex', 'capital-gain', 'hours-per-week');0.8463239358761747;0.9009407069555302;0.657466732380483
('marital-status', 'occupation', 'race', 'sex', 'capital-gain', 'native-country');0.8438916528468767;0.8982708933717579;0.6646080760095012
('marital-status', 'occupation', 'race', 'sex', 'capital-loss', 'hours-per-week');0.8294085129906026;0.8904197145089128;0.6151159890246944
('marital-status', 'occupation', 'race', 'sex', 'capital-loss', 'native-country');0.8249861802100608;0.8870979245417588;0.6109609240599656
('marital-status', 'occupation', 'race', 'sex', 'hours-per-week', 'native-country');0.8214483139856275;0.8846510963502607;0.6050379065786256
('marital-status', 'occupation', 'race', 'capital-gain', 'capital-loss', 'hours-per-week');0.855942509673853;0.907160669754186;0.6786683107274969
('marital-status', 'occupation', 'race', 'capital-gain', 'capital-loss', 'native-country');0.8576008844665561;0.9089237731579691;0.6737588652482269
('marital-status', 'occupation', 'race', 'capital-gain', 'hours-per-week', 'native-country');0.8477611940298507;0.9020556227327691;0.6583974199950384
('marital-status', 'occupation', 'race', 'capital-loss', 'hours-per-week', 'native-country');0.8312880044223327;0.8919875424688561;0.6148409893992933
('marital-status', 'occupation', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week');0.8566058595909343;0.9072312424004005;0.6843514237040642
('marital-status', 'occupation', 'sex', 'capital-gain', 'capital-loss', 'native-country');0.8566058595909343;0.9083068221986568;0.6712294043092523
('marital-status', 'occupation', 'sex', 'capital-gain', 'hours-per-week', 'native-country');0.8487562189054726;0.9025502208291779;0.6623889437314906
('marital-status', 'occupation', 'sex', 'capital-loss', 'hours-per-week', 'native-country');0.8300718629076838;0.8908613221614713;0.6164212627901173
('marital-status', 'occupation', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8566058595909343;0.9075354673130391;0.6807777504307162
('marital-status', 'relationship', 'race', 'sex', 'capital-gain', 'capital-loss');0.8273079049198452;0.8972503617945007;0.45914127423822715
('marital-status', 'relationship', 'race', 'sex', 'capital-gain', 'hours-per-week');0.8138197899391929;0.8827787832382014;0.547798066595059
('marital-status', 'relationship', 'race', 'sex', 'capital-gain', 'native-country');0.8078496406854616;0.8866571018651362;0.36937590711175616
('marital-status', 'relationship', 'race', 'sex', 'capital-loss', 'hours-per-week');0.7923714759535655;0.8695652173913043;0.4913326110509209
('marital-status', 'relationship', 'race', 'sex', 'capital-loss', 'native-country');0.7788833609729132;0.87146529562982;0.20948616600790515
('marital-status', 'relationship', 'race', 'sex', 'hours-per-week', 'native-country');0.7823106688778331;0.8610542657540047;0.49757591222250575
('marital-status', 'relationship', 'race', 'capital-gain', 'capital-loss', 'hours-per-week');0.8315091210613599;0.896425173304336;0.5485781990521327
('marital-status', 'relationship', 'race', 'capital-gain', 'capital-loss', 'native-country');0.8278606965174129;0.8970850684116597;0.47416413373860183
('marital-status', 'relationship', 'race', 'capital-gain', 'hours-per-week', 'native-country');0.8145936981757878;0.8831765935214211;0.551004016064257
('marital-status', 'relationship', 'race', 'capital-loss', 'hours-per-week', 'native-country');0.7943615257048093;0.8704735376044568;0.5013404825737265
('marital-status', 'relationship', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week');0.830735212824765;0.8960836218013982;0.5439380399165922
('marital-status', 'relationship', 'sex', 'capital-gain', 'capital-loss', 'native-country');0.8273079049198452;0.8968840771058886;0.469068660774983
('marital-status', 'relationship', 'sex', 'capital-gain', 'hours-per-week', 'native-country');0.8132669983416252;0.8820283578962073;0.5523456135701034
('marital-status', 'relationship', 'sex', 'capital-loss', 'hours-per-week', 'native-country');0.7912658927584301;0.8692520775623269;0.4827397260273973
('marital-status', 'relationship', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8309563294637922;0.8956670078471511;0.5548762736535662
('marital-status', 'race', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week');0.8316196793808734;0.8964297857871473;0.5500738552437223
('marital-status', 'race', 'sex', 'capital-gain', 'capital-loss', 'native-country');0.8286346047540077;0.8976627492407236;0.4735054347826087
('marital-status', 'race', 'sex', 'capital-gain', 'hours-per-week', 'native-country');0.8133775566611388;0.8823857302118172;0.5484216158373462
('marital-status', 'race', 'sex', 'capital-loss', 'hours-per-week', 'native-country');0.793698175787728;0.8700013933398356;0.5005353319057816
('marital-status', 'race', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8311774461028192;0.8960021793911326;0.5518051071323745
('marital-status', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8294085129906026;0.8980104435190693;0.4788922661263087
('occupation', 'relationship', 'race', 'sex', 'capital-gain', 'capital-loss');0.8572692095080154;0.9086793520548914;0.6734125980268151
('occupation', 'relationship', 'race', 'sex', 'capital-gain', 'hours-per-week');0.8487562189054726;0.902536335138216;0.6625555007400099
('occupation', 'relationship', 'race', 'sex', 'capital-gain', 'native-country');0.8476506357103372;0.903107861060329;0.6437435367114788
('occupation', 'relationship', 'race', 'sex', 'capital-loss', 'hours-per-week');0.8294085129906026;0.8906061680255228;0.6127979924717691
('occupation', 'relationship', 'race', 'sex', 'capital-loss', 'native-country');0.825428413488115;0.8872706503890911;0.6132745530247368
('occupation', 'relationship', 'race', 'sex', 'hours-per-week', 'native-country');0.8218905472636816;0.8849203514536753;0.6062087509166463
('occupation', 'relationship', 'race', 'capital-gain', 'capital-loss', 'hours-per-week');0.8574903261470426;0.9079088376080588;0.6850720742731493
('occupation', 'relationship', 'race', 'capital-gain', 'capital-loss', 'native-country');0.8580431177446103;0.9092194570135747;0.6746071971616827
('occupation', 'relationship', 'race', 'capital-gain', 'hours-per-week', 'native-country');0.8490878938640133;0.9026876737720111;0.6640413487570761
('occupation', 'relationship', 'race', 'capital-loss', 'hours-per-week', 'native-country');0.8318407960199005;0.8923643054277829;0.615812073755999
('occupation', 'relationship', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week');0.8570480928689884;0.9074511488082456;0.6860888565185724
('occupation', 'relationship', 'sex', 'capital-gain', 'capital-loss', 'native-country');0.8578220011055832;0.9089879688605803;0.6752525252525252
('occupation', 'relationship', 'sex', 'capital-gain', 'hours-per-week', 'native-country');0.8483139856274184;0.9021956087824351;0.6622353520433284
('occupation', 'relationship', 'sex', 'capital-loss', 'hours-per-week', 'native-country');0.8302929795467109;0.8913120441832472;0.6130577262414924
('occupation', 'relationship', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8578220011055832;0.9081166047442126;0.6858817782120176
('occupation', 'race', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week');0.8384742951907131;0.8999657651489216;0.5807747489239599
('occupation', 'race', 'sex', 'capital-gain', 'capital-loss', 'native-country');0.8266445550027639;0.8965153115100317;0.46630360789652825
('occupation', 'race', 'sex', 'capital-gain', 'hours-per-week', 'native-country');0.8227750138197899;0.8896537481930199;0.550098231827112
('occupation', 'race', 'sex', 'capital-loss', 'hours-per-week', 'native-country');0.8042012161415146;0.8765079143713828;0.5276073619631901
('occupation', 'race', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8302929795467109;0.8971248575832719;0.5156200694225308
('occupation', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8375898286346047;0.8994868286007527;0.5772661870503597
('relationship', 'race', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week');0.8312880044223327;0.8961622210125204;0.5503830288744844
('relationship', 'race', 'sex', 'capital-gain', 'capital-loss', 'native-country');0.8274184632393587;0.896875206447777;0.4713850321706739
('relationship', 'race', 'sex', 'capital-gain', 'hours-per-week', 'native-country');0.8139303482587065;0.8828076039273031;0.5486725663716814
('relationship', 'race', 'sex', 'capital-loss', 'hours-per-week', 'native-country');0.7946932006633499;0.8707634490917948;0.5009406073636119
('relationship', 'race', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.829519071310116;0.8977860267797958;0.4866844207723036
('relationship', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8309563294637922;0.895809199318569;0.5522693997071743
('race', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8262023217247098;0.8965381071475582;0.457182320441989
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation');0.8339414040906579;0.893202502844141;0.6269249875807252
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship');0.8301824212271973;0.8908160363946546;0.618100447538538
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'race');0.8284134881149806;0.8897727272727273;0.6129675810473816
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'sex');0.830514096185738;0.8908663771623834;0.6208261192184021
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'capital-gain');0.8533996683250414;0.9056496371139889;0.6714568880079287
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'capital-loss');0.8381426202321725;0.8959488272921109;0.6358208955223881
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'hours-per-week');0.8311774461028192;0.8915867944621938;0.6187265917602996
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'native-country');0.8304035378662245;0.891097543660372;0.6168831168831169
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship');0.8348258706467662;0.8937259923175416;0.6294642857142857
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'race');0.8022111663902709;0.8763734365282289;0.5056645482177398
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'sex');0.8145936981757878;0.882948279472325;0.5543449375498273
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'capital-gain');0.8299613045881703;0.8940479470928631;0.5696698377168439
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'capital-loss');0.8126036484245439;0.8830147008075091;0.52929741738406
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'hours-per-week');0.8030956329463792;0.876482419030446;0.5148460909833833
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'native-country');0.7981205085682698;0.8737380721891854;0.4966923925027563
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'race');0.8297401879491432;0.8907026259758695;0.615
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'sex');0.8285240464344942;0.889584964761159;0.6163739797180312
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'capital-gain');0.8542841348811498;0.9062588904694168;0.6729528535980149
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'capital-loss');0.8388059701492537;0.8962868117797695;0.6383928571428571
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'hours-per-week');0.8325041459369817;0.8922704970489939;0.6237894214055127
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'native-country');0.8289662797125483;0.8901356437753001;0.6141182339735595
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'race', 'sex');0.8030956329463792;0.8759317311041449;0.5231593038821954
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'race', 'capital-gain');0.8227750138197899;0.8896233560559114;0.5506027474067844
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'race', 'capital-loss');0.8048645660585959;0.8787024946739056;0.5012715456343599
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'race', 'hours-per-week');0.7965726920950802;0.8734351355069473;0.481981981981982
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'race', 'native-country');0.7901603095632946;0.8689588511460923;0.473655019412091
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'sex', 'capital-gain');0.83681592039801;0.8977839335180056;0.5956164383561644
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'sex', 'capital-loss');0.8144831398562742;0.883633841886269;0.5427792915531335
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'sex', 'hours-per-week');0.8087341072415699;0.8796102992345164;0.5349462365591398
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'sex', 'native-country');0.8023217247097844;0.8754527723599889;0.5211569362613819
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'capital-gain', 'capital-loss');0.835599778883361;0.8982412920002737;0.5723324705205637
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'capital-gain', 'hours-per-week');0.8297401879491432;0.8938809261300992;0.5695919508105086
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'capital-gain', 'native-country');0.824433388612493;0.890633608815427;0.5551820728291317
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'capital-loss', 'hours-per-week');0.8086235489220563;0.880875369898837;0.5136274234335487
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'capital-loss', 'native-country');0.8057490326147042;0.8790028234970043;0.5077052395629028
('age', 'workclass', 'fnlwgt', 'education', 'education-num', 'hours-per-week', 'native-country');0.7965726920950802;0.8735221336266153;0.4805194805194805
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship');0.8337202874516307;0.8930602957906713;0.626428216592151
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'race');0.8344941956882256;0.8935201650188491;0.6286281319771769
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'sex');0.8349364289662797;0.8937290910385081;0.6305369957931205
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'capital-gain');0.8603648424543947;0.9102026306434412;0.6862111801242236
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'capital-loss');0.8428966279712549;0.898997796574028;0.6466053220591893
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'hours-per-week');0.8351575456053068;0.8936898395721925;0.633210332103321
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'native-country');0.8339414040906579;0.893019943019943;0.6291358024691358
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'race');0.8290768380320619;0.8900895777051046;0.6158051689860835
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'sex');0.8276395798783859;0.8890154481383925;0.6143952510511996
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'capital-gain');0.8542841348811498;0.9061654563576819;0.6740850642927795
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'capital-loss');0.8390270867882809;0.8967522337257127;0.6349047141424273
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'hours-per-week');0.8316196793808734;0.8913617233754191;0.6258904446082044
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'native-country');0.8308457711442786;0.8914123491838183;0.6175
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'race', 'sex');0.8284134881149806;0.8896943852167732;0.6139303482587065
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'race', 'capital-gain');0.8528468767274737;0.9051926775411354;0.6714391508269563
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'race', 'capital-loss');0.8379215035931454;0.8958510940608128;0.6347782760338814
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'race', 'hours-per-week');0.8318407960199005;0.8920127795527156;0.6202247191011236
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'race', 'native-country');0.8306246545052515;0.8912086351370544;0.6177644710578842
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'sex', 'capital-gain');0.8539524599226092;0.9058513291996294;0.6745503818674551
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'sex', 'capital-loss');0.8374792703150912;0.895581758772553;0.6335992023928215
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'sex', 'hours-per-week');0.8308457711442786;0.891242536252488;0.6195922426653406
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'sex', 'native-country');0.8298507462686567;0.8906571936056839;0.6166874221668742
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'capital-gain', 'capital-loss');0.8613598673300166;0.9109248472794431;0.6874376869391825
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'capital-gain', 'hours-per-week');0.8551686014372581;0.9069866515194547;0.672990514228657
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'capital-gain', 'native-country');0.8540630182421227;0.9060230670653567;0.6735905044510386
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'capital-loss', 'hours-per-week');0.8379215035931454;0.8959102527690996;0.6340489266100848
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'capital-loss', 'native-country');0.8380320619126589;0.8959443142268627;0.6347544253303415
('age', 'workclass', 'fnlwgt', 'education', 'marital-status', 'hours-per-week', 'native-country');0.8304035378662245;0.8909737029140015;0.618407960199005
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'relationship', 'race');0.8351575456053068;0.893901658008966;0.6306663363884072
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'relationship', 'sex');0.834604754007739;0.893507972665148;0.6298861949529936
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'relationship', 'capital-gain');0.8597014925373134;0.9098401420959148;0.6839352428393525
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'relationship', 'capital-loss');0.8441127694859039;0.8998437278022446;0.6485543369890329
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'relationship', 'hours-per-week');0.8362631288004422;0.8942973378060096;0.6369208139249816
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'relationship', 'native-country');0.8341625207296849;0.8932688202646933;0.6283448959365708
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'race', 'sex');0.8162520729684909;0.8840033500837521;0.5582137161084529
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'race', 'capital-gain');0.8287451630735213;0.8930174735824298;0.5710329548601495
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'race', 'capital-loss');0.8131564400221116;0.8832872928176796;0.5318559556786704
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'race', 'hours-per-week');0.8042012161415146;0.877295087646366;0.5157232704402516
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'race', 'native-country');0.8002211166390271;0.8747487350107438;0.5066885066885067
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'sex', 'capital-gain');0.8428966279712549;0.9009410944579993;0.6205607476635514
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'sex', 'capital-loss');0.8237700386954119;0.8886249301285635;0.5780836421386977
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'sex', 'hours-per-week');0.8192371475953566;0.8856243441762854;0.5691699604743083
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'sex', 'native-country');0.8132669983416252;0.8821107000767782;0.5511559925591284
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'capital-gain', 'capital-loss');0.8428966279712549;0.901979719942057;0.6045087670470359
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'capital-gain', 'hours-per-week');0.8347153123272526;0.8964609737516448;0.5905231443440153
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'capital-gain', 'native-country');0.8308457711442786;0.8944827586206896;0.5738161559888579
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'capital-loss', 'hours-per-week');0.8163626312880045;0.8850280335017651;0.5440570958001647
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'capital-loss', 'native-country');0.8130458817025982;0.8833551769331586;0.5293626495964375
('age', 'workclass', 'fnlwgt', 'education', 'occupation', 'hours-per-week', 'native-country');0.8063018242122719;0.878164116828929;0.5277628032345013
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'race', 'sex');0.829519071310116;0.8905140585061062;0.6150773839241138
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'race', 'capital-gain');0.853510226644555;0.9057945254177036;0.6708074534161491
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'race', 'capital-loss');0.8373687119955777;0.8955329877139407;0.6330755799451234
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'race', 'hours-per-week');0.8296296296296296;0.890452832871259;0.6169525229927915
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'race', 'native-country');0.8323935876174682;0.8923601249644987;0.6215676485272091
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'sex', 'capital-gain');0.8532891100055279;0.9054641305122177;0.6725882062669627
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'sex', 'capital-loss');0.8372581536760642;0.8954842374325476;0.6325511732401398
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'sex', 'hours-per-week');0.8321724709784412;0.8918957413473864;0.625
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'sex', 'native-country');0.8310668877833057;0.8914464336459221;0.6193323368211261
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'capital-gain', 'capital-loss');0.8613598673300166;0.9110512129380054;0.685871743486974
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'capital-gain', 'hours-per-week');0.855942509673853;0.90737186322599;0.6761123539647029
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'capital-gain', 'native-country');0.854947484798231;0.9065260758050727;0.6763690182535768
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'capital-loss', 'hours-per-week');0.8400221116639027;0.8974413494932313;0.6365234865611655
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'capital-loss', 'native-country');0.839690436705362;0.8969584991472428;0.6391239422598307
('age', 'workclass', 'fnlwgt', 'education', 'relationship', 'hours-per-week', 'native-country');0.8318407960199005;0.8919667590027701;0.6207928197456993
('age', 'workclass', 'fnlwgt', 'education', 'race', 'sex', 'capital-gain');0.8359314538419016;0.8972441490098324;0.5932017543859649
('age', 'workclass', 'fnlwgt', 'education', 'race', 'sex', 'capital-loss');0.8163626312880045;0.8847408229824439;0.5485186191899973
('age', 'workclass', 'fnlwgt', 'education', 'race', 'sex', 'hours-per-week');0.8095080154781648;0.8800222825708516;0.5379458299812282
('age', 'workclass', 'fnlwgt', 'education', 'race', 'sex', 'native-country');0.8027639579878386;0.8757833170867567;0.5214592274678111
('age', 'workclass', 'fnlwgt', 'education', 'race', 'capital-gain', 'capital-loss');0.835599778883361;0.898003978324988;0.576473939048704
('age', 'workclass', 'fnlwgt', 'education', 'race', 'capital-gain', 'hours-per-week');0.8294085129906026;0.8936082189891746;0.5698355171452467
('age', 'workclass', 'fnlwgt', 'education', 'race', 'capital-gain', 'native-country');0.8220011055831952;0.8888121546961326;0.554016620498615
('age', 'workclass', 'fnlwgt', 'education', 'race', 'capital-loss', 'hours-per-week');0.8106135986733002;0.882065404475043;0.5194950911640954
('age', 'workclass', 'fnlwgt', 'education', 'race', 'capital-loss', 'native-country');0.8040906578220011;0.877826806398235;0.5058561070831009
('age', 'workclass', 'fnlwgt', 'education', 'race', 'hours-per-week', 'native-country');0.7973466003316749;0.8739426449350114;0.4835164835164835
('age', 'workclass', 'fnlwgt', 'education', 'sex', 'capital-gain', 'capital-loss');0.8483139856274184;0.9050256126263325;0.6234906695938529
('age', 'workclass', 'fnlwgt', 'education', 'sex', 'capital-gain', 'hours-per-week');0.8381426202321725;0.8980217330732795;0.6079271558650241
('age', 'workclass', 'fnlwgt', 'education', 'sex', 'capital-gain', 'native-country');0.8347153123272526;0.8964035756357841;0.5914184203334244
('age', 'workclass', 'fnlwgt', 'education', 'sex', 'capital-loss', 'hours-per-week');0.8207849640685462;0.8875476933749566;0.5589115646258503
('age', 'workclass', 'fnlwgt', 'education', 'sex', 'capital-loss', 'native-country');0.8155887230514096;0.8844235033259423;0.544013121924549
('age', 'workclass', 'fnlwgt', 'education', 'sex', 'hours-per-week', 'native-country');0.8093974571586512;0.8802611473815808;0.5330444203683641
('age', 'workclass', 'fnlwgt', 'education', 'capital-gain', 'capital-loss', 'hours-per-week');0.843338861249309;0.902376851532897;0.6036363636363636
('age', 'workclass', 'fnlwgt', 'education', 'capital-gain', 'capital-loss', 'native-country');0.8373687119955777;0.8990876037593469;0.5812695701679477
